,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,ws-dum,ows,dws,ws,ws_per_48,id
988,,33,PHI,NBA,SG,80,3024,15.8,.506,.279,,,,17.7,,3.3,3.0,6.2,.099,greerha01
989,1970-71,34,PHI,NBA,SG,81,3060,13.8,.487,.295,,,5.3,16.7,,2.3,2.7,5.1,.079,greerha01
990,1971-72,35,PHI,NBA,PG,81,2410,12.0,.495,.270,,,5.1,17.7,,1.7,1.8,3.5,.070,greerha01
991,1972-73,36,PHI,NBA,PG,38,848,8.9,.429,.168,,,5.6,16.9,,-0.3,0.4,0.1,.005,greerha01
992,1953-54,23,PHW,NBA,,1,1,-23.3,,,,,,,,0.0,0.0,0.0,.010,grekino01
993,1954-55,26,NYK,NBA,,7,45,9.9,.355,.421,,,,,,-0.1,0.1,0.0,-0.042,grigsch01
994,1946-47,27,PRO,BAA,,21,,,.405,.786,,,,,,0.6,0.0,0.6,,grimswo01
995,1952-53,22,FTW,NBA,PG,26,663,18.2,.464,.507,,,,,,1.4,0.7,2.0,.148,groatdi01
996,1964-65,24,LAL,NBA,,11,33,14.9,.589,.182,,,,17.8,,0.1,0.0,0.1,.175,groteje01
997,1949-50,23,INO,NBA,,64,,,.548,.572,,,,,,16.5,1.4,17.9,,grozaal01
998,,24,INO,NBA,,66,,,.552,.541,,,,,,14.7,3.3,18.0,,grozaal01
999,1959-60,22,BOS,NBA,SF,48,423,7.7,.421,.266,,,,,,-0.1,0.6,0.5,.059,guarige01
1000,1960-61,23,BOS,NBA,SF,25,209,9.7,.401,.106,,,,,,-0.2,0.4,0.3,.060,guarige01
1001,1961-62,24,BOS,NBA,SF,45,367,11.3,.431,.398,,,,,,-0.1,0.8,0.7,.089,guarige01
1002,1962-63,25,BOS,NBA,SF,11,83,3.1,.303,.289,,,,,,-0.4,0.1,-0.2,-0.131,guarige01
1003,1956-57,24,NYK,NBA,SG,72,1793,12.8,.420,.418,,,,,,0.5,1.3,1.7,.046,gueriri01
1004,,25,NYK,NBA,SG,63,2368,14.9,.435,.525,,,,,,1.8,1.7,3.5,.070,gueriri01
1005,,26,NYK,NBA,SG,71,2558,19.0,.509,.483,,,,,,6.7,1.7,8.4,.158,gueriri01
1006,,27,NYK,NBA,SG,74,2429,21.4,.493,.429,,,,,,6.1,1.3,7.4,.146,gueriri01
1007,,28,NYK,NBA,SG,79,3023,17.8,.472,.405,,,,,,4.3,1.1,5.4,.086,gueriri01
1008,,29,NYK,NBA,SG,78,3348,20.9,.516,.402,,,,,,9.2,3.0,12.1,.174,gueriri01
1009,,30,NYK,NBA,SG,79,2712,18.8,.517,.435,,,,,,5.9,1.4,7.2,.128,gueriri01
1010,1963-64,31,TOT,NBA,SG,80,2366,14.7,.508,.501,,,,,,3.9,2.4,6.3,.127,gueriri01
1011,1963-64,31,NYK,NBA,SG,2,26,34.1,.714,.313,,,,,,0.3,0.0,0.3,.488,gueriri01
1012,1963-64,31,STL,NBA,SG,78,2340,14.5,.504,.505,,,,,,3.7,2.4,6.0,.123,gueriri01
1013,1964-65,32,STL,NBA,SG,57,1678,16.4,.517,.455,,,,23.9,,3.7,1.9,5.7,.162,gueriri01
1014,1965-66,33,STL,NBA,SG,80,2363,16.3,.498,.447,,,,23.3,,3.6,2.0,5.7,.115,gueriri01
1015,1966-67,34,STL,NBA,SG,80,2275,14.4,.502,.460,,,,20.6,,3.1,1.6,4.7,.099,gueriri01
1016,1968-69,36,ATL,NBA,SG,27,472,13.5,.526,.667,,,,25.8,,0.7,0.5,1.2,.119,gueriri01
1017,1969-70,37,ATL,NBA,SG,8,64,3.5,.306,.091,,,,20.4,,-0.1,0.0,-0.1,-0.049,gueriri01
1018,1946-47,23,PIT,BAA,,52,,,.403,.464,,,,,,8.9,-0.5,8.4,,gunthco01
1019,1948-49,25,STB,BAA,,32,,,.375,.392,,,,,,0.2,0.0,0.2,,gunthco01
1020,1962-63,25,SFW,NBA,,1,5,31.6,.500,.000,,,,,,0.0,0.0,0.0,.204,gunthda01
1021,1949-50,24,TOT,NBA,,57,,,.333,.167,,,,,,-0.9,-0.1,-1.0,,guokaal01
1022,1949-50,24,DNN,NBA,,41,,,.338,.173,,,,,,-0.7,-0.4,-1.1,,guokaal01
1023,1949-50,24,PHW,NBA,,16,,,.290,.107,,,,,,-0.2,0.3,0.1,,guokaal01
1024,1946-47,31,PHW,BAA,,47,,,.329,.452,,,,,,0.4,0.8,1.1,,guokama01
1025,1949-50,24,CHS,NBA,,10,,,.311,.538,,,,,,-0.1,0.1,0.1,,hahnro01
1026,1968-69,23,SEA,NBA,SG,39,274,6.6,.350,.123,,,,18.4,,-0.6,0.1,-0.5,-0.087,hairsal01
1027,1969-70,24,SEA,NBA,SG,3,20,14.7,.415,.125,,,,38.1,,0.0,0.0,0.0,-0.008,hairsal01
1028,1946-47,27,CHS,BAA,,61,,,.361,.389,,,,,,5.2,2.2,7.4,,halbech01
1029,1947-48,28,TOT,BAA,,46,,,.322,.364,,,,,,0.7,2.6,3.3,,halbech01
1030,1947-48,28,CHS,BAA,,6,,,.243,.364,,,,,,-0.4,0.1,-0.2,,halbech01
1031,1947-48,28,PHW,BAA,,40,,,.330,.364,,,,,,1.0,2.5,3.5,,halbech01
1032,1948-49,29,TOT,BAA,,60,,,.387,.533,,,,,,1.6,1.3,2.9,,halbech01
1033,1948-49,29,BOS,BAA,,33,,,.368,.556,,,,,,0.3,1.4,1.7,,halbech01
1034,1948-49,29,PRO,BAA,,27,,,.407,.508,,,,,,1.3,-0.1,1.3,,halbech01
1035,1949-50,30,WSC,NBA,,68,,,.454,.616,,,,,,2.4,1.2,3.6,,halbech01
1036,1950-51,31,TOT,NBA,,68,,,.448,.552,,,,,,,,,,halbech01
1037,1950-51,31,WSC,NBA,,35,,,,,,,,,,,,,,halbech01
1038,1950-51,31,BLB,NBA,,33,,,,,,,,,,,,,,halbech01
1039,1960-61,28,SYR,NBA,C,79,1131,8.9,.368,.302,,,,,,-1.8,1.5,-0.3,-0.015,halbrsw01
1040,1961-62,29,SYR,NBA,C,64,908,11.6,.409,.358,,,,,,-0.9,1.5,0.6,.033,halbrsw01
1041,1948-49,30,TOT,BAA,,52,,,.398,.390,,,,,,2.3,2.1,4.4,,halebr01
1042,1948-49,30,INJ,BAA,,18,,,.407,.388,,,,,,1.1,0.7,1.8,,halebr01
1043,1948-49,30,FTW,BAA,,34,,,.392,.391,,,,,,1.2,1.4,2.6,,halebr01
1044,1949-50,31,INO,NBA,,64,,,.444,.464,,,,,,4.1,1.1,5.1,,halebr01
1045,1950-51,32,INO,NBA,,26,,,.324,.170,,,,,,-0.7,0.3,-0.4,,halebr01
1046,1971-72,22,ATL,NBA,SG,37,288,12.4,.503,.226,,,6.3,10.4,,0.3,0.1,0.4,.073,hallije01
1047,1972-73,23,TOT,NBA,SG,55,787,14.5,.477,.222,,,6.2,18.1,,0.5,0.4,0.9,.056,hallije01
1048,1972-73,23,ATL,NBA,SG,24,238,13.4,.481,.190,,,5.2,16.3,,0.2,0.2,0.3,.065,hallije01
1049,1972-73,23,PHI,NBA,SG,31,549,15.0,.476,.236,,,6.7,18.8,,0.3,0.3,0.6,.052,hallije01
1050,1949-50,30,WAT,NBA,,14,,,.302,.576,,,,,,-0.2,-0.1,-0.3,,hamilda01
1051,1948-49,27,TOT,BAA,,48,,,.297,.204,,,,,,-2.5,1.1,-1.4,,hamilra01
1052,1948-49,27,FTW,BAA,,10,,,.293,.197,,,,,,-0.4,0.2,-0.3,,hamilra01
1053,1948-49,27,INJ,BAA,,38,,,.297,.205,,,,,,-2.1,0.9,-1.1,,hamilra01
1054,1958-59,24,MNL,NBA,SF,67,847,9.6,.427,.371,,,,,,0.1,0.6,0.7,.037,hamilst01
1055,1959-60,25,MNL,NBA,SF,15,247,8.2,.436,.299,,,,,,0.0,0.2,0.3,.049,hamilst01
1056,1946-47,25,STB,BAA,,55,,,.354,.384,,,,,,2.3,1.5,3.8,,hankice01
1057,1947-48,26,BOS,BAA,,25,,,.266,.302,,,,,,-0.5,0.1,-0.4,,hankice01
1058,1949-50,26,SYR,NBA,PF,64,,,.423,.381,,,,,,2.0,3.2,5.1,,hannual01
1059,1950-51,27,SYR,NBA,PF,63,,,.406,.399,,,,,,0.4,1.3,1.7,,hannual01
1060,1951-52,28,TOT,NBA,,66,1508,,.419,.299,,,,,,,,,,hannual01
1061,1951-52,28,BLB,NBA,,35,,,,,,,,,,,,,,hannual01
1062,1951-52,28,ROC,NBA,,31,,,,,,,,,,,,,,hannual01
1063,1952-53,29,ROC,NBA,PF,68,1288,9.6,.413,.369,,,,,,0.1,1.5,1.6,.059,hannual01
1064,1953-54,30,ROC,NBA,PF,72,1707,9.5,.393,.326,,,,,,-0.7,2.8,2.1,.058,hannual01
1065,1954-55,31,MLH,NBA,PF,53,1088,8.9,.386,.299,,,,,,-0.9,1.4,0.5,.024,hannual01
1066,1955-56,32,STL,NBA,PF,71,1480,7.9,.370,.340,,,,,,-1.6,2.0,0.4,.012,hannual01
1067,1956-57,33,TOT,NBA,,59,642,,.386,.251,,,,,,,,,,hannual01
1068,1956-57,33,FTW,NBA,,,,,,,,,,,,,,,,hannual01
1069,1956-57,33,STL,NBA,,,,,,,,,,,,,,,,hannual01
1070,1952-53,23,INO,NBA,,18,121,14.1,.427,.469,,,,,,0.1,0.2,0.2,.098,hanrado01
1071,1953-54,22,BLB,NBA,SG,67,1556,11.5,.406,.350,,,,,,0.2,0.4,0.6,.018,hansro01
1072,1954-55,23,BLB,NBA,SG,13,178,,.468,.373,,,,,,,,,,hansro01
1073,1962-63,24,CHZ,NBA,PF,78,1657,16.2,.494,.511,,,,,,1.8,0.5,2.3,.067,hardnch01
1074,1963-64,25,BAL,NBA,PF,66,617,15.8,.473,.481,,,,,,0.4,0.5,1.0,.077,hardnch01
1075,1964-65,26,BAL,NBA,PF,20,200,8.4,.376,.488,,,,1.3,,-0.4,0.1,-0.3,-0.074,hardnch01
1076,1949-50,29,AND,NBA,,60,,,.479,.504,,,,,,4.8,3.6,8.4,,hargijo01
1077,1950-51,30,TOT,NBA,,29,,,.423,.331,,,,,,0.3,0.4,0.7,,hargijo01
1078,1950-51,30,FTW,NBA,,14,,,.438,.364,,,,,,0.2,0.2,0.4,,hargijo01
1079,1950-51,30,TRI,NBA,,15,,,.406,.295,,,,,,0.1,0.2,0.3,,hargijo01
1080,1968-69,22,ATL,NBA,PG,26,218,14.8,.511,.344,,,,23.4,,0.4,0.2,0.5,.119,harlisk01
1081,1968-69,22,SEA,NBA,SG,80,2556,9.0,.426,.238,,,,13.8,,-1.6,1.2,-0.4,-0.007,harriar01
1082,1969-70,23,TOT,NBA,SG,81,1553,9.3,.419,.185,,,,20.0,,-2.0,0.6,-1.4,-0.044,harriar01
1083,1969-70,23,SEA,NBA,SG,5,178,7.6,.390,.123,,,,14.4,,-0.3,0.1,-0.2,-0.066,harriar01
1084,1969-70,23,PHO,NBA,SG,76,1375,9.5,.423,.192,,,,20.7,,-1.7,0.5,-1.2,-0.041,harriar01
1085,1970-71,24,PHO,NBA,PG,56,952,11.5,.437,.233,,,4.8,20.5,,-0.6,1.1,0.4,.021,harriar01
1086,1971-72,25,PHO,NBA,SG,21,145,4.8,.347,.300,,,4.3,16.6,,-0.5,0.1,-0.4,-0.119,harriar01
1087,1949-50,22,FTW,NBA,,62,,,.423,.480,,,,,,2.1,3.0,5.0,,harribo01
1088,1950-51,23,TOT,NBA,,56,,,.402,.431,,,,,,0.2,0.8,1.0,,harribo01
1089,1950-51,23,FTW,NBA,,12,,,.312,.351,,,,,,-0.4,0.2,-0.2,,harribo01
1090,1950-51,23,BOS,NBA,,44,,,.423,.450,,,,,,0.6,0.6,1.2,,harribo01
1091,1951-52,24,BOS,NBA,PF,66,1899,14.1,.463,.451,,,,,,2.2,2.1,4.3,.110,harribo01
1092,1952-53,25,BOS,NBA,SF,70,1971,12.6,.463,.492,,,,,,2.0,1.5,3.4,.084,harribo01
1093,1953-54,26,BOS,NBA,SF,71,1898,11.0,.433,.421,,,,,,0.8,1.1,1.9,.048,harribo01
1094,1955-56,22,TOT,NBA,SG,41,420,3.7,.299,.302,,,,,,-1.3,0.4,-0.8,-0.095,harrich01
1095,1955-56,22,STL,NBA,SG,15,168,4.0,.302,.300,,,,,,-0.5,0.2,-0.3,-0.097,harrich01
1096,1955-56,22,ROC,NBA,SG,26,252,3.5,.297,.303,,,,,,-0.8,0.3,-0.5,-0.094,harrich01
1097,1949-50,22,MNL,NBA,,66,,,.394,.213,,,,,,0.7,2.7,3.5,,harribo02
1098,1950-51,23,MNL,NBA,,68,,,.411,.296,,,,,,1.0,2.3,3.3,,harribo02
1099,1951-52,24,MNL,NBA,SG,65,1712,8.2,.370,.255,,,,,,-1.0,3.2,2.2,.061,harribo02
1100,1952-53,25,MNL,NBA,SG,70,1643,10.5,.421,.319,,,,,,0.6,2.2,2.9,.084,harribo02
1101,1953-54,26,TOT,NBA,SG,64,1443,7.5,.368,.352,,,,,,-1.5,1.5,0.0,-0.001,harribo02
1102,1953-54,26,MNL,NBA,,40,619,6.0,.365,.392,,,,,,-0.6,0.8,0.2,.017,harribo02
1103,1953-54,26,MLH,NBA,SG,24,824,8.6,.371,.325,,,,,,-0.9,0.6,-0.3,-0.015,harribo02
1104,1954-55,27,MLH,NBA,PG,72,2300,8.0,.379,.211,,,,,,-2.6,2.2,-0.4,-0.008,harribo02
1105,,28,STL,NBA,PG,72,2219,8.0,.391,.201,,,,,,-1.3,2.2,0.9,.019,harribo02
1106,1956-57,29,TOT,NBA,,66,1810,,.422,.207,,,,,,,,,,harribo02
1107,1956-57,29,STL,NBA,,,,,,,,,,,,,,,,harribo02
1108,1956-57,29,SYR,NBA,,,,,,,,,,,,,,,,harribo02
1109,1957-58,30,SYR,NBA,SG,72,1799,7.2,.393,.202,,,,,,-0.6,1.5,0.9,.025,harribo02
1110,1949-50,28,TOT,NBA,,60,,,.365,.533,,,,,,0.0,1.8,1.8,,hassebi01
1111,1949-50,28,TRI,NBA,,18,,,.406,.599,,,,,,0.6,0.5,1.1,,hassebi01
1112,1949-50,28,MNL,NBA,,42,,,.318,.462,,,,,,-0.6,1.3,0.7,,hassebi01
1113,1950-51,29,BLB,NBA,,31,,,.354,.394,,,,,,-0.5,0.3,-0.2,,hassebi01
1114,1958-59,23,TOT,NBA,PG,64,1109,9.0,.404,.251,,,,,,-0.5,0.7,0.3,.011,hattove01
1115,1958-59,23,CIN,NBA,,22,657,5.2,.362,.246,,,,,,-0.8,0.2,-0.6,-0.046,hattove01
1116,1958-59,23,PHW,NBA,PG,42,452,14.5,.445,.256,,,,,,0.3,0.6,0.9,.095,hattove01
1117,1959-60,24,PHW,NBA,SG,67,1049,7.7,.389,.244,,,,,,-0.7,1.3,0.5,.025,hattove01
1118,1960-61,25,PHW,NBA,SG,54,610,7.6,.365,.184,,,,,,-1.1,0.6,-0.5,-0.043,hattove01
1119,1961-62,26,TOT,NBA,,40,898,,.417,.378,,,,,,,,,,hattove01
1120,1961-62,26,CHP,NBA,,15,,,,,,,,,,,,,,hattove01
1121,1961-62,26,STL,NBA,,25,,,,,,,,,,,,,,hattove01
1122,1949-50,25,INO,NBA,,39,,,.343,.313,,,,,,-0.5,0.4,-0.1,,hawkima01
1123,1959-60,23,MNL,NBA,SF,69,1467,10.7,.419,.283,,,,,,-0.4,1.5,1.2,.038,hawkito01
1124,1960-61,24,LAL,NBA,SF,78,1846,12.1,.462,.327,,,,,,1.2,2.0,3.2,.084,hawkito01
1125,1961-62,25,LAL,NBA,SF,79,1903,10.5,.450,.315,,,,,,0.3,1.8,2.1,.054,hawkito01
1126,1962-63,26,CIN,NBA,SF,79,1721,14.0,.503,.380,,,,,,1.9,1.1,2.9,.082,hawkito01
1127,1963-64,27,CIN,NBA,SF,73,1770,10.7,.472,.324,,,,,,0.8,1.4,2.3,.062,hawkito01
1128,1964-65,28,CIN,NBA,SF,79,1864,9.0,.443,.379,,,,5.5,,0.0,1.0,1.0,.026,hawkito01
1129,1965-66,29,CIN,NBA,SF,79,2126,9.9,.476,.346,,,,5.8,,1.0,1.5,2.5,.055,hawkito01
1130,1966-67,30,LAL,NBA,SF,76,1798,10.3,.488,.302,,,,5.7,,1.1,1.4,2.4,.065,hawkito01
1131,1967-68,31,LAL,NBA,PF,78,2463,10.3,.513,.294,,,,5.9,,2.5,1.6,4.1,.080,hawkito01
1132,1968-69,32,LAL,NBA,SF,74,1507,10.1,.495,.328,,,,7.2,,1.2,1.1,2.3,.074,hawkito01
1133,1948-49,21,BOS,BAA,,6,,,.448,.412,,,,,,0.1,0.1,0.2,,hazenjo01
1134,1969-70,23,BAL,NBA,,14,70,8.3,.543,.167,,,,10.7,,0.1,0.1,0.2,.106,heanebr01
1135,1954-55,25,NYK,NBA,,5,23,-0.8,.212,.111,,,,,,-0.1,0.0,-0.1,-0.232,heddehe01
1136,,22,BOS,NBA,PF,72,2150,18.0,.456,.305,,,,,,3.0,4.1,7.1,.160,heinsto01
1137,1957-58,23,BOS,NBA,PF,69,2206,16.9,.439,.321,,,,,,1.9,4.1,6.0,.130,heinsto01
1138,1958-59,24,BOS,NBA,PF,66,2089,17.9,.455,.328,,,,,,2.5,4.1,6.5,.150,heinsto01
1139,1959-60,25,BOS,NBA,PF,75,2420,18.4,.463,.243,,,,,,3.0,4.7,7.7,.154,heinsto01
1140,,26,BOS,NBA,PF,74,2256,18.4,.450,.271,,,,,,1.4,5.2,6.6,.141,heinsto01
1141,,27,BOS,NBA,PF,79,2383,20.0,.482,.271,,,,,,3.7,5.5,9.3,.187,heinsto01
1142,,28,BOS,NBA,PF,76,2004,18.7,.487,.313,,,,,,2.5,4.4,6.8,.163,heinsto01
1143,,29,BOS,NBA,PF,76,2040,17.0,.458,.280,,,,,,0.8,5.4,6.2,.147,heinsto01
1144,,30,BOS,NBA,SF,67,1706,14.3,.432,.240,,,,12.9,,-0.5,4.2,3.6,.102,heinsto01
1145,1955-56,22,BOS,NBA,PF,71,1329,13.8,.480,.683,,,,,,1.7,1.1,2.7,.099,hemridi01
1146,1956-57,23,BOS,NBA,PF,67,1055,12.9,.445,.662,,,,,,0.7,1.8,2.5,.115,hemridi01
1147,1955-56,26,PHW,NBA,SG,53,444,9.5,.375,.130,,,,,,-0.8,0.3,-0.5,-0.054,hennela01
1148,1956-57,27,SYR,NBA,SG,21,373,7.8,.357,.183,,,,,,-0.7,0.3,-0.4,-0.049,hennela01
1149,1952-53,23,BLB,NBA,C,68,2263,12.9,.479,.592,,,,,,2.9,0.5,3.5,.074,henrido01
1150,1954-55,25,TOT,NBA,PF,70,1664,9.3,.422,.480,,,,,,-0.1,1.0,0.9,.025,henrido01
1151,1954-55,25,BLB,NBA,,14,429,,.447,.714,,,,,,,,,,henrido01
1152,1954-55,25,ROC,NBA,PF,56,1235,12.5,.414,.413,,,,,,-0.1,1.0,0.9,.034,henrido01
1153,1970-71,21,PHI,NBA,C,6,26,10.2,.385,1.167,,,19.0,0.0,,0.0,0.0,0.0,-0.007,henryal01
1154,1971-72,22,PHI,NBA,C,43,421,13.8,.497,.468,,,14.7,2.6,,0.3,0.4,0.7,.079,henryal01
1155,1948-49,24,FTW,BAA,,32,,,.407,.677,,,,,,1.5,1.5,2.9,,henrybi01
1156,1949-50,25,TOT,NBA,,63,,,.416,.633,,,,,,1.0,1.5,2.5,,henrybi01
1157,1949-50,25,FTW,NBA,,44,,,.405,.598,,,,,,0.6,1.3,1.9,,henrybi01
1158,1949-50,25,TRI,NBA,,19,,,.448,.739,,,,,,0.4,0.2,0.6,,henrybi01
1159,1949-50,25,DNN,NBA,,13,,,.401,.169,,,,,,0.1,-0.1,0.1,,hermabi01
1160,1946-47,23,TOT,BAA,,32,,,.335,.284,,,,,,1.3,0.6,1.9,,hermskl01
1161,1946-47,23,CLR,BAA,,11,,,.292,.224,,,,,,0.0,0.1,0.1,,hermskl01
1162,1946-47,23,TRH,BAA,,21,,,.344,.297,,,,,,1.3,0.4,1.8,,hermskl01
1163,1947-48,24,BLB,BAA,,48,,,.332,.297,,,,,,1.6,1.3,2.9,,hermskl01
1164,1948-49,25,WSC,BAA,,60,,,.380,.392,,,,,,1.3,3.0,4.3,,hermskl01
1165,1949-50,26,CHS,NBA,,67,,,.377,.402,,,,,,-0.2,3.3,3.0,,hermskl01
1166,1950-51,27,TOT,NBA,,71,,,.356,.368,,,,,,,,,,hermskl01
1167,1950-51,27,TRI,NBA,,48,,,,,,,,,,,,,,hermskl01
1168,1950-51,27,BOS,NBA,,23,,,,,,,,,,,,,,hermskl01
1169,1952-53,29,TOT,NBA,,10,62,-6.2,.166,.161,,,,,,-0.6,0.1,-0.5,-0.418,hermskl01
1170,1952-53,29,BOS,NBA,,4,22,-14.2,.051,.222,,,,,,-0.3,0.0,-0.2,-0.518,hermskl01
1171,1952-53,29,INO,NBA,,6,40,-1.9,.214,.136,,,,,,-0.4,0.1,-0.3,-0.364,hermskl01
1172,1946-47,24,NYK,BAA,,59,,,.339,.214,,,,,,2.6,1.5,4.0,,hertzso01
1173,1947-48,25,TOT,BAA,,41,,,.312,.176,,,,,,0.0,1.3,1.4,,hertzso01
1174,1947-48,25,NYK,BAA,,4,,,.159,.286,,,,,,-0.2,0.1,-0.1,,hertzso01
1175,1947-48,25,WSC,BAA,,37,,,.317,.173,,,,,,0.2,1.3,1.5,,hertzso01
1176,1948-49,26,WSC,BAA,,60,,,.360,.303,,,,,,0.2,2.1,2.3,,hertzso01
1177,1949-50,27,BOS,NBA,,68,,,.365,.221,,,,,,-0.9,1.6,0.7,,hertzso01
1178,1950-51,28,BOS,NBA,,65,,,.412,.415,,,,,,1.4,1.1,2.5,,hertzso01
1179,1965-66,23,SFW,NBA,SF,56,722,13.9,.434,.229,,,,5.3,,-0.4,0.9,0.5,.034,hetzefr01
1180,1966-67,24,SFW,NBA,PF,77,2123,12.4,.453,.254,,,,6.6,,-0.2,3.0,2.9,.065,hetzefr01
1181,1967-68,25,SFW,NBA,SF,77,2394,15.8,.488,.368,,,,7.9,,2.3,2.8,5.1,.102,hetzefr01
1182,1968-69,26,TOT,NBA,SF,84,2276,15.6,.503,.341,,,,7.0,,3.2,1.3,4.5,.095,hetzefr01
1183,1968-69,26,MIL,NBA,SF,53,1591,15.7,.484,.332,,,,7.5,,1.5,1.2,2.6,.079,hetzefr01
1184,1968-69,26,CIN,NBA,SF,31,685,15.2,.552,.366,,,,6.1,,1.8,0.1,1.9,.130,hetzefr01
1185,1969-70,27,PHI,NBA,SF,63,757,14.6,.531,.263,,,,7.4,,1.1,0.9,2.0,.127,hetzefr01
1186,1970-71,28,LAL,NBA,SF,59,613,12.4,.486,.301,,,10.9,7.9,,0.4,0.5,0.9,.070,hetzefr01
1187,1947-48,23,BOS,BAA,,24,,,.318,.337,,,,,,0.0,0.1,0.1,,hewsoja01
1188,1947-48,46,PRO,BAA,,2,,,.137,.500,,,,,,-0.1,0.0,-0.1,,hickena01
1189,1961-62,23,STL,NBA,SG,58,1050,9.1,.433,.443,,,,,,-0.1,0.4,0.3,.015,hillcl01
1190,1963-64,22,SFW,NBA,SG,67,1015,7.8,.410,.201,,,,,,-0.9,1.4,0.6,.027,hillga01
1191,1964-65,23,TOT,NBA,SG,12,103,4.3,.320,.389,,,,8.9,,-0.3,0.1,-0.2,-0.092,hillga01
1192,1964-65,23,SFW,NBA,SG,9,88,5.1,.328,.400,,,,9.2,,-0.3,0.1,-0.2,-0.096,hillga01
1193,1964-65,23,BAL,NBA,SG,3,15,0.0,.000,.000,,,,7.6,,0.0,0.0,0.0,-0.065,hillga01
1194,1946-47,30,PHW,BAA,,60,,,.371,.403,,,,,,3.3,2.0,5.4,,hillhar01
1195,1947-48,31,PHW,BAA,,11,,,.332,.521,,,,,,0.2,0.5,0.7,,hillhar01
1196,1971-72,24,BUF,NBA,SG,61,1349,11.4,.417,.153,,,5.6,13.6,,-2.4,0.3,-2.1,-0.075,hiltofr01
1197,1972-73,25,BUF,NBA,SG,59,731,11.2,.409,.107,,,6.3,15.9,,-1.5,0.2,-1.4,-0.091,hiltofr01
1198,1946-47,25,BOS,BAA,,13,,,.207,.044,,,,,,-0.4,0.1,-0.2,,hirscme01
1199,1951-52,22,MNL,NBA,PF,61,849,14.0,.423,.437,,,,,,0.4,2.3,2.7,.151,hitchle01
1200,1952-53,23,MNL,NBA,PF,70,1027,13.5,.414,.533,,,,,,0.2,2.1,2.2,.104,hitchle01
1201,1953-54,24,MLH,NBA,PF,72,2452,14.9,.414,.345,,,,,,0.3,2.9,3.3,.064,hitchle01
1202,1954-55,25,TOT,NBA,,74,1774,,.457,.405,,,,,,,,,,hitchle01
1203,1954-55,25,MLH,NBA,,,,,,,,,,,,,,,,hitchle01
1204,1954-55,25,MNL,NBA,,,,,,,,,,,,,,,,hitchle01
1205,1955-56,26,MNL,NBA,PF,69,1129,12.6,.491,.562,,,,,,1.3,0.8,2.2,.092,hitchle01
1206,1956-57,27,TOT,NBA,PF,68,1133,9.4,.426,.297,,,,,,0.2,1.0,1.2,.052,hitchle01
1207,1956-57,27,ROC,NBA,PF,30,556,9.4,.433,.352,,,,,,0.2,0.7,0.9,.073,hitchle01
1208,1956-57,27,PHW,NBA,PF,38,577,9.3,.418,.245,,,,,,0.0,0.3,0.4,.031,hitchle01
1209,1946-47,25,TOT,BAA,,58,,,.305,.270,,,,,,0.2,0.8,1.0,,hoefech01
1210,1946-47,25,TRH,BAA,,23,,,.321,.232,,,,,,0.3,0.4,0.7,,hoefech01
1211,1946-47,25,BOS,BAA,,35,,,.296,.294,,,,,,-0.2,0.5,0.3,,hoefech01
1212,1947-48,26,BOS,BAA,,7,,,.222,.421,,,,,,-0.2,0.0,-0.1,,hoefech01
1213,1947-48,22,BLB,BAA,,37,,,.407,.385,,,,,,3.9,0.8,4.7,,hoffmpa01
1214,1949-50,24,BLB,NBA,,60,,,.403,.398,,,,,,2.0,2.1,4.1,,hoffmpa01
1215,1950-51,25,BLB,NBA,,41,,,.384,.391,,,,,,-0.2,1.1,0.8,,hoffmpa01
1216,1952-53,27,BLB,NBA,SG,69,1955,14.5,.436,.521,,,,,,1.8,0.5,2.2,.055,hoffmpa01
1217,1953-54,28,BLB,NBA,PG,72,2505,13.5,.404,.398,,,,,,0.2,0.9,1.1,.020,hoffmpa01
1218,1954-55,29,TOT,NBA,,38,670,,.378,.431,,,,,,,,,,hoffmpa01
1219,1954-55,29,BLB,NBA,,,,,,,,,,,,,,,,hoffmpa01
1220,1954-55,29,NYK,NBA,,,,,,,,,,,,,,,,hoffmpa01
1221,1954-55,29,PHW,NBA,,,,,,,,,,,,,,,,hoffmpa01
1222,1962-63,22,NYK,NBA,C,50,1340,7.4,.386,.415,,,,,,-1.9,0.8,-1.0,-0.037,hoguedu01
1223,1963-64,23,TOT,NBA,C,15,147,3.6,.393,.233,,,,,,-0.1,0.0,-0.1,-0.018,hoguedu01
1224,1963-64,23,NYK,NBA,C,6,89,6.8,.522,.313,,,,,,0.1,0.0,0.1,.044,hoguedu01
1225,1963-64,23,BAL,NBA,C,9,58,-1.4,.235,.143,,,,,,-0.2,0.0,-0.1,-0.114,hoguedu01
1226,1948-49,23,BLB,BAA,,3,,,.413,1.167,,,,,,0.1,0.0,0.1,,holcodo01
1227,1949-50,24,INO,NBA,SF,64,,,.376,.313,,,,,,0.1,1.1,1.2,,hollajo01
1228,1950-51,25,INO,NBA,SF,67,,,.359,.231,,,,,,-1.6,1.8,0.2,,hollajo01
1229,1951-52,26,INO,NBA,SF,55,737,11.5,.383,.260,,,,,,-0.5,1.1,0.6,.037,hollajo01
