,season,school_name,conf_abbr,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,ft_per_poss,fta_per_poss,ft_pct,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,poss-dum,off_rtg,def_rtg,id,cbb_id
255,2010-11,BYU,MWC,29,26,721,9.0,17.1,.525,9.0,17.1,.525,0.0,0.0,,7.3,10.8,.674,14.1,3.4,1.6,2.1,3.4,7.0,25.2,,116.3,94.9,daviebr01,brandon-davies-1
256,2011-12,BYU,WCC,35,35,1002,10.7,20.8,.516,10.7,20.6,.517,0.1,0.2,.333,7.6,11.5,.662,14.7,4.0,2.8,2.6,5.5,6.2,29.1,,105.0,88.7,daviebr01,brandon-davies-1
257,2012-13,BYU,WCC,36,36,1054,12.2,23.4,.522,12.0,22.7,.527,0.3,0.7,.357,9.3,13.6,.682,15.3,4.7,2.6,1.9,4.9,5.9,34.0,,112.0,94.2,daviebr01,brandon-davies-1
258,2011-12,Kentucky,SEC,40,40,1281,9.9,15.9,.623,9.7,14.9,.653,0.1,0.9,.150,6.8,9.6,.709,19.5,2.4,2.5,8.8,1.9,3.7,26.7,,139.0,80.7,davisan02,anthony-davis-5
259,2015-16,Michigan State,Big Ten,35,16,650,10.9,18.3,.598,10.9,18.3,.598,0.0,0.0,,2.1,3.5,.605,17.6,2.4,0.8,5.9,2.8,7.4,24.0,,121.4,90.9,davisde01,deyonta-davis-1
260,2009-10,Duke,ACC,38,0,477,6.8,17.1,.397,2.3,5.2,.439,4.5,12.0,.379,3.2,4.3,.735,5.4,1.6,1.4,0.3,1.9,4.5,21.3,,119.4,97.4,dawkian01,andre-dawkins-1
261,2010-11,Duke,ACC,37,7,778,7.3,15.2,.481,2.6,4.2,.621,4.7,11.0,.427,2.5,3.1,.791,5.1,1.5,1.5,0.3,2.1,4.3,21.8,,126.6,97.8,dawkian01,andre-dawkins-1
262,2011-12,Duke,ACC,34,14,760,7.1,17.7,.400,1.9,4.5,.424,5.2,13.2,.392,2.6,3.5,.739,5.4,1.5,1.1,0.2,2.1,4.8,21.9,,115.9,106.2,dawkian01,andre-dawkins-1
263,2013-14,Duke,ACC,33,4,453,11.4,25.5,.444,2.7,5.0,.541,8.6,20.5,.421,4.1,5.0,.811,5.8,1.6,2.0,0.7,2.4,5.8,35.4,,126.0,105.9,dawkian01,andre-dawkins-1
264,2011-12,Michigan State,Big Ten,31,31,640,10.5,18.2,.577,10.5,17.9,.586,0.0,0.3,.000,3.9,6.6,.594,13.4,2.8,2.8,2.5,4.1,3.9,24.9,,112.8,91.0,dawsobr01,branden-dawson-1
265,2012-13,Michigan State,Big Ten,36,35,969,8.9,16.7,.531,8.9,16.4,.541,0.0,0.3,.000,2.7,5.1,.538,13.5,3.0,3.6,2.1,4.7,3.7,20.5,,101.1,89.0,dawsobr01,branden-dawson-1
266,2013-14,Michigan State,Big Ten,28,24,792,10.4,17.0,.613,10.4,16.9,.615,0.0,0.1,.000,3.2,4.9,.656,17.8,3.5,2.7,1.9,2.8,3.1,24.0,,126.0,94.9,dawsobr01,branden-dawson-1
267,2014-15,Michigan State,Big Ten,35,32,1055,11.0,20.5,.535,11.0,20.5,.535,0.0,0.0,,3.1,6.3,.490,19.1,3.6,2.5,3.5,4.0,4.3,25.0,,106.6,91.1,dawsobr01,branden-dawson-1
268,2011-12,USC,Pac-12,20,20,465,9.2,16.7,.551,9.2,16.5,.556,0.0,0.1,.000,3.1,5.8,.537,15.4,0.8,2.0,2.7,4.1,9.0,21.5,,100.7,95.0,dedmode01,dewayne-dedmon-1
269,2012-13,USC,Pac-12,31,29,691,7.6,15.2,.500,7.6,14.9,.509,0.0,0.3,.000,2.8,4.1,.681,18.6,1.6,2.9,5.7,4.2,8.0,18.0,,98.2,89.8,dedmode01,dewayne-dedmon-1
270,2010-11,USC,Pac-10,18,10,370,7.9,20.8,.379,4.5,11.1,.409,3.4,9.7,.345,3.9,6.1,.639,7.9,4.7,3.4,0.2,5.0,5.9,23.0,,94.0,97.0,dejeabr01,bryce-jones-1
271,2012-13,UNLV,MWC,35,28,910,8.2,19.9,.413,5.5,12.2,.455,2.7,7.7,.347,3.8,5.2,.728,9.9,5.2,2.1,0.6,5.2,6.0,22.9,,97.8,94.1,dejeabr01,bryce-jones-1
272,2013-14,UNLV,MWC,31,26,848,10.4,24.3,.427,8.2,17.4,.467,2.2,6.8,.323,7.0,10.9,.643,8.1,6.5,1.6,0.6,3.7,4.5,29.9,,108.6,101.4,dejeabr01,bryce-jones-1
273,2014-15,Iowa State,Big 12,33,21,760,9.0,18.8,.476,6.9,12.7,.548,2.0,6.2,.329,6.3,8.7,.722,11.7,5.3,2.6,0.8,3.7,4.3,26.2,,114.3,97.7,dejeabr01,bryce-jones-1
274,2012-13,Wisconsin,Big Ten,35,3,780,9.9,20.7,.476,5.7,10.0,.567,4.2,10.7,.391,4.1,5.9,.690,9.9,3.9,1.9,1.2,3.1,3.6,28.0,,118.8,93.0,dekkesa01,sam-dekker-1
275,2013-14,Wisconsin,Big Ten,38,38,1134,9.4,19.9,.469,7.0,12.8,.550,2.3,7.2,.326,5.2,7.6,.686,12.9,2.9,1.6,1.2,2.3,2.9,26.3,,117.8,101.1,dekkesa01,sam-dekker-1
276,2014-15,Wisconsin,Big Ten,40,40,1239,11.6,22.0,.525,8.8,13.8,.639,2.7,8.2,.331,4.3,6.1,.708,11.9,2.7,1.1,1.0,2.0,2.3,30.2,,128.6,99.8,dekkesa01,sam-dekker-1
277,2007-08,Virginia Tech,ACC,35,24,954,,,.420,,,.437,,,.402,,,.787,,,,,,,,,,,delanma01,malcolm-delaney-1
278,2008-09,Virginia Tech,ACC,34,34,1255,,,.385,,,.413,,,.354,,,.869,,,,,,,,,,,delanma01,malcolm-delaney-1
279,2009-10,Virginia Tech,ACC,33,33,1183,9.2,23.8,.387,6.1,13.7,.448,3.1,10.2,.306,11.3,13.5,.842,6.0,7.3,2.0,0.1,4.9,4.7,32.9,,113.8,98.0,delanma01,malcolm-delaney-1
280,2010-11,Virginia Tech,ACC,34,34,1300,8.7,20.8,.420,4.8,11.1,.430,3.9,9.7,.408,8.5,10.0,.850,5.6,6.4,2.6,0.3,4.8,4.2,29.9,,115.4,97.6,delanma01,malcolm-delaney-1
281,2009-10,Saint Mary's (CA),WCC,34,34,1236,5.8,15.0,.390,2.3,6.0,.379,3.6,9.0,.398,4.6,5.5,.850,5.7,7.4,1.9,0.0,3.2,3.7,19.9,,120.8,103.4,dellama01,matthew-dellavedova-1
282,2010-11,Saint Mary's (CA),WCC,34,31,1199,7.1,16.9,.418,3.7,7.9,.465,3.4,9.0,.376,5.2,5.9,.881,6.1,8.9,2.1,0.0,4.0,3.5,22.7,,120.4,102.8,dellama01,matthew-dellavedova-1
283,2011-12,Saint Mary's (CA),WCC,33,32,1236,7.8,17.6,.446,4.8,9.1,.530,3.0,8.4,.355,6.9,8.0,.857,5.4,10.6,1.4,0.1,4.8,2.8,25.6,,121.5,102.8,dellama01,matthew-dellavedova-1
284,2012-13,Saint Mary's (CA),WCC,35,35,1273,8.3,20.5,.404,4.1,9.5,.429,4.2,11.0,.382,6.2,7.3,.852,5.7,10.9,1.9,0.2,4.8,3.0,26.9,,119.7,102.1,dellama01,matthew-dellavedova-1
