,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_40,id,cbb_id
171,1998-99,St. John's (NY),Big East,37,,1228,.525,.467,.418,.421,,,,,,,,13.9,,,1.9,3.0,4.9,.160,barkler01,erick-barkley-1
172,1999-00,St. John's (NY),Big East,28,,1033,.490,.460,.400,.305,,,,,,,,12.9,,,1.0,0.8,1.7,.067,barkler01,erick-barkley-1
173,1998-99,UCLA,Pac-10,30,,394,.488,.485,.343,.465,,,,,,,,19.9,,,0.2,0.8,1.0,.103,barnema02,matt-barnes-1
174,1999-00,UCLA,Pac-10,28,,413,.492,.489,.232,.312,,,,,,,,18.5,,,0.3,0.7,1.0,.097,barnema02,matt-barnes-1
175,2000-01,UCLA,Pac-10,32,26,971,.506,.483,.084,.498,,,,,,,,19.2,,,0.8,2.0,2.9,.118,barnema02,matt-barnes-1
176,2001-02,UCLA,Pac-10,31,31,953,.554,.537,.319,.365,,,,11.5,21.8,,0.7,18.7,23.9,,1.9,1.1,3.0,.126,barnema02,matt-barnes-1
177,2000-01,Seton Hall,Big East,31,31,1005,.465,.439,.502,.203,,,,,,,,19.2,,,0.1,1.4,1.5,.061,barrean01,andre-barrett-1
178,2001-02,Seton Hall,Big East,30,30,1035,.523,.478,.478,.353,,,,5.3,32.0,,0.1,14.7,25.6,,1.7,1.6,3.3,.128,barrean01,andre-barrett-1
179,2002-03,Seton Hall,Big East,30,30,1137,.566,.508,.406,.390,,,,5.8,30.2,,0.3,18.9,23.9,,2.8,1.7,4.5,.157,barrean01,andre-barrett-1
180,2003-04,Seton Hall,Big East,31,31,1119,.574,.544,.462,.285,,,,6.1,34.2,,0.2,14.9,25.0,,3.1,1.8,5.0,.177,barrean01,andre-barrett-1
181,1999-00,Memphis,CUSA,30,,508,.457,.430,.027,.490,,,,,,,,,,,0.0,1.5,1.5,.115,barroea01,earl-barron-1
182,2000-01,Memphis,CUSA,36,10,690,.557,.541,.000,.614,,,,,,,,15.0,,,1.4,2.6,4.0,.230,barroea01,earl-barron-1
183,2001-02,Memphis,CUSA,36,21,781,.584,.526,.039,.502,,,,,,,,18.2,,,1.8,2.5,4.3,.219,barroea01,earl-barron-1
184,2002-03,Memphis,CUSA,26,15,555,.490,.395,.060,.548,,,,,,,,12.2,,,0.3,1.7,2.0,.144,barroea01,earl-barron-1
185,1991-92,Oregon State,Pac-10,31,13,545,.531,.511,.566,.243,,,,,,,,26.3,,,,,,,barrybr01,brent-barry-1
186,1992-93,Oregon State,Pac-10,23,,607,.528,.466,.478,.351,,,,,,,,32.7,,,,,,,barrybr01,brent-barry-1
187,1993-94,Oregon State,Pac-10,27,,959,.601,.564,.360,.388,,,,,,,,21.4,,,,,,,barrybr01,brent-barry-1
188,1994-95,Oregon State,Pac-10,27,,1012,.644,.588,.375,.528,,,,,,,,16.3,,,,,,,barrybr01,brent-barry-1
189,1992-93,Georgia Tech,ACC,30,13,806,.572,.541,.456,.240,,,,,,,,32.3,,,,,,,barrydr01,drew-barry-1
190,1993-94,Georgia Tech,ACC,24,22,787,.562,.514,.559,.400,,,,,,,,27.1,,,,,,,barrydr01,drew-barry-1
191,1994-95,Georgia Tech,ACC,27,27,966,.649,.621,.504,.418,,,,,,,,22.6,,,,,,,barrydr01,drew-barry-1
192,1995-96,Georgia Tech,ACC,36,36,1315,.558,.511,.569,.362,,,,,,,,23.2,,,2.3,1.1,3.4,.104,barrydr01,drew-barry-1
193,2001-02,Charlotte,CUSA,30,0,566,.518,.474,.083,.604,,,,12.5,12.5,,0.9,25.8,14.6,,0.4,1.3,1.7,.121,basdeed01,eddie-basden-1
194,2002-03,Charlotte,CUSA,29,27,742,.531,.462,.090,.624,,,,14.7,19.9,,0.7,24.2,15.0,,0.7,2.1,2.8,.152,basdeed01,eddie-basden-1
195,2003-04,Charlotte,CUSA,30,24,850,.602,.577,.214,.689,,,,12.0,20.3,,0.2,20.7,17.9,,1.9,1.9,3.9,.182,basdeed01,eddie-basden-1
196,2004-05,Charlotte,CUSA,29,28,1049,.566,.522,.179,.478,,,,12.6,20.6,,0.3,16.3,21.0,,2.2,2.5,4.7,.179,basdeed01,eddie-basden-1
197,2003-04,LSU,SEC,29,29,1013,.588,.515,.079,.654,,,,,,,,14.9,,,2.4,2.2,4.6,.180,bassbr01,brandon-bass-1
198,2004-05,LSU,SEC,30,29,1007,.637,.586,.082,.589,,,,16.1,5.5,,3.3,11.7,23.2,,3.8,1.7,5.5,.217,bassbr01,brandon-bass-1
199,1994-95,Michigan,Big Ten,30,,549,.649,.674,.000,.720,,,,,,,,23.7,,,,,,,bastoma01,maceo-baston-1
200,1995-96,Michigan,Big Ten,32,,785,.690,.682,.005,.741,,,,,,,,20.5,,,3.6,2.9,6.5,.333,bastoma01,maceo-baston-1
201,1996-97,Michigan,Big Ten,34,,816,.614,.574,.005,.901,,,,,,,,18.8,,,2.5,2.2,4.7,.232,bastoma01,maceo-baston-1
202,1997-98,Michigan,Big Ten,30,,,.624,.597,.000,.870,,,,,,,,,,,2.7,1.7,4.5,,bastoma01,maceo-baston-1
203,1996-97,Arizona State,Pac-10,22,21,620,.473,.433,.269,.294,,,,,,,,15.7,,,0.2,1.0,1.2,.079,batismi01,mike-batiste-1
204,1997-98,Arizona State,Pac-10,32,31,988,.586,.571,.095,.346,,,,,,,,,,,2.4,1.0,3.5,.141,batismi01,mike-batiste-1
205,1998-99,Arizona State,Pac-10,22,,,.547,.538,.175,.232,,,,,,,,14.1,,,1.6,1.3,2.9,,batismi01,mike-batiste-1
206,1994-95,Texas Tech,SWC,29,,368,.515,.490,.063,.281,,,,,,,,19.9,,,,,,,battito01,tony-battie-1
207,1995-96,Texas Tech,SWC,30,29,806,.549,.525,.063,.430,,,,,,,,11.9,,,1.2,4.1,5.3,.264,battito01,tony-battie-1
208,1996-97,Texas Tech,Big 12,28,,978,.606,.587,.045,.458,,,,,,,,15.1,,,3.2,2.1,5.4,.220,battito01,tony-battie-1
209,1997-98,Duke,ACC,36,,,.600,.551,.135,.607,,,,,,,,,,,1.7,4.7,6.4,,battish01,shane-battier-1
210,1998-99,Duke,ACC,37,,881,.661,.639,.450,.469,,,,,,,,11.1,,,2.6,3.2,5.8,.263,battish01,shane-battier-1
211,1999-00,Duke,ACC,34,,1206,.643,.599,.465,.428,,,,,,,,8.7,,,4.3,3.3,7.5,.250,battish01,shane-battier-1
212,2000-01,Duke,ACC,39,39,1363,.624,.587,.555,.358,,,,,,,,8.8,,,4.9,5.3,10.1,.298,battish01,shane-battier-1
213,1998-99,Maryland,ACC,32,,463,.605,.606,.015,.650,,,,,,,,13.9,,,1.4,1.5,2.9,.249,baxtelo01,lonny-baxter-1
214,1999-00,Maryland,ACC,35,,970,.549,.533,.000,.457,,,,,,,,11.4,,,2.4,3.2,5.6,.229,baxtelo01,lonny-baxter-1
215,2000-01,Maryland,ACC,36,35,935,.579,.567,.005,.532,,,,,,,,10.4,,,2.7,2.9,5.6,.242,baxtelo01,lonny-baxter-1
216,2001-02,Maryland,ACC,35,35,1005,.572,.545,.003,.667,,,,14.6,5.0,,4.3,14.0,24.4,,2.5,3.3,5.8,.230,baxtelo01,lonny-baxter-1
217,2007-08,Arizona,Pac-10,30,30,1072,.612,.536,.384,.590,,,,4.9,25.0,,0.2,15.5,29.2,,4.0,0.8,4.8,.178,bayleje01,jerryd-bayless-1
218,2005-06,Washington State,Pac-10,28,12,462,.457,.429,.007,.279,,,,15.6,1.6,,2.2,16.8,23.2,,-0.1,0.9,0.8,.072,baynear01,aron-baynes-1
219,2006-07,Washington State,Pac-10,26,7,426,.541,.495,.000,.699,,,,,,,,9.5,,,0.5,0.8,1.4,.128,baynear01,aron-baynes-1
220,2007-08,Washington State,Pac-10,35,34,840,.622,.600,.004,.640,,,,,,,,15.3,,,2.9,2.8,5.6,.268,baynear01,aron-baynes-1
221,2008-09,Washington State,Pac-10,33,33,951,.630,.581,.004,.553,,,,,,,,13.9,,,3.8,2.7,6.5,.272,baynear01,aron-baynes-1
222,2007-08,Kansas State,Big 12,33,33,1041,.610,.563,.165,.484,,,,21.3,9.3,,3.7,11.8,35.0,,5.4,5.4,10.7,.413,beaslmi01,michael-beasley-1
223,1992-93,Arkansas,SEC,30,20,770,.562,.496,.016,.946,,,,,,,,29.2,,,,,,,beckco01,corey-beck-1
224,1993-94,Arkansas,SEC,34,34,876,.579,.520,.063,1.017,,,,,,,,26.7,,,,,,,beckco01,corey-beck-1
225,1994-95,Arkansas,SEC,39,39,1134,.584,.551,.237,.575,,,,,,,,28.3,,,,,,,beckco01,corey-beck-1
226,1997-98,Michigan State,Big Ten,30,,,.536,.479,.259,.403,,,,,,,,,,,1.1,1.2,2.4,,bellch01,charlie-bell-1
227,1998-99,Michigan State,Big Ten,38,,861,.542,.510,.185,.267,,,,,,,,,,,1.4,1.7,3.1,.142,bellch01,charlie-bell-1
228,1999-00,Michigan State,Big Ten,39,,1078,.553,.507,.316,.330,,,,,,,,,,,2.4,2.8,5.2,.194,bellch01,charlie-bell-1
229,2000-01,Michigan State,Big Ten,33,33,1034,.517,.472,.408,.327,,,,,,,,17.6,,,1.4,2.5,3.9,.151,bellch01,charlie-bell-1
230,1999-00,Boston College,Big East,27,,865,.554,.465,.397,.483,,,,,,,,18.2,,,2.6,1.1,3.7,.171,belltr01,troy-bell-1
231,2000-01,Boston College,Big East,32,32,1095,.625,.546,.442,.605,,,,,,,,12.3,,,4.6,3.0,7.7,.281,belltr01,troy-bell-1
232,2001-02,Boston College,Big East,32,32,1199,.555,.471,.425,.472,,,,,,,,13.5,,,3.2,2.1,5.3,.178,belltr01,troy-bell-1
233,2002-03,Boston College,Big East,31,31,1198,.615,.545,.520,.528,,,,,,,,11.1,,,4.9,1.3,6.2,.206,belltr01,troy-bell-1
234,1996-97,Oregon State,Pac-10,23,,601,.523,.495,.396,.361,,,,,,,,19.2,,,1.2,0.3,1.4,.096,benjaco01,corey-benjamin-1
235,1997-98,Oregon State,Pac-10,25,,,.608,.582,.289,.397,,,,,,,,,,,3.4,1.3,4.7,,benjaco01,corey-benjamin-1
236,1991-92,Arizona State,Pac-10,33,25,889,.598,.587,.079,.505,,,,,,,,18.5,,,,,,,bennema01,mario-bennett-1
237,1993-94,Arizona State,Pac-10,21,,706,.589,.604,.071,.584,,,,,,,,17.7,,,,,,,bennema01,mario-bennett-1
238,1994-95,Arizona State,Pac-10,33,33,1132,.584,.602,.072,.561,,,,,,,,16.1,,,,,,,bennema01,mario-bennett-1
239,1991-92,Georgia Tech,ACC,35,33,1227,.562,.533,.432,.292,,,,,,,,20.9,,,,,,,besttr01,travis-best-1
240,1992-93,Georgia Tech,ACC,30,30,1075,.615,.588,.507,.316,,,,,,,,17.6,,,,,,,besttr01,travis-best-1
241,1993-94,Georgia Tech,ACC,29,29,1087,.581,.524,.369,.364,,,,,,,,13.1,,,,,,,besttr01,travis-best-1
242,1994-95,Georgia Tech,ACC,30,30,1115,.568,.523,.409,.292,,,,,,,,11.4,,,,,,,besttr01,travis-best-1
243,2006-07,Arkansas,SEC,35,34,1203,.582,.531,.538,.393,,,,7.7,18.2,,0.8,14.4,20.4,,2.8,1.9,4.6,.154,beverpa01,patrick-beverley-1
244,2007-08,Arkansas,SEC,35,33,1183,.537,.511,.521,.400,,,,11.4,12.9,,1.0,14.9,19.0,,1.5,2.1,3.6,.121,beverpa01,patrick-beverley-1
245,1996-97,Arizona,Pac-10,34,34,1110,.573,.544,.501,.375,,,,,,,,20.0,,,2.5,2.3,4.7,.171,bibbymi01,mike-bibby-1
246,1997-98,Arizona,Pac-10,35,35,1119,.582,.550,.442,.318,,,,,,,,13.1,,,3.2,2.2,5.3,.190,bibbymi01,mike-bibby-1
247,1995-96,Colorado,Big 8,26,,919,.550,.477,.362,.430,,,,,,,,22.0,,,2.0,0.4,2.5,.107,billuch01,chauncey-billups-1
248,1996-97,Colorado,Big 12,29,,947,.596,.515,.508,.560,,,,,,,,15.3,,,3.7,2.1,5.8,.245,billuch01,chauncey-billups-1
249,2007-08,Pitt,Big East,37,36,963,.559,.537,.000,.476,,,,19.8,7.3,,3.0,15.6,23.5,,2.0,4.9,6.8,.283,blairde01,dejuan-blair-1
250,2008-09,Pitt,Big East,35,35,955,.601,.593,.000,.425,,,,25.7,9.1,,2.8,8.8,25.7,,3.5,4.8,8.2,.345,blairde01,dejuan-blair-1
251,1999-00,Maryland,ACC,35,,1115,.519,.495,.483,.242,,,,,,,,35.1,,,1.0,1.9,2.9,.103,blakest01,steve-blake-1
252,2000-01,Maryland,ACC,36,36,1036,.521,.488,.452,.303,,,,,,,,31.8,,,0.9,2.0,2.9,.111,blakest01,steve-blake-1
253,2001-02,Maryland,ACC,36,36,1153,.525,.475,.538,.311,,,,6.1,36.8,,0.9,29.8,15.3,,1.1,2.4,3.5,.122,blakest01,steve-blake-1
254,2002-03,Maryland,ACC,31,31,1009,.572,.531,.560,.302,,,,5.9,36.0,,0.3,23.9,19.1,,2.0,2.1,4.1,.162,blakest01,steve-blake-1
255,2003-04,Iowa State,Big 12,33,32,1014,.502,.468,.319,.310,,,,4.9,21.6,,0.3,22.5,15.0,,0.6,1.1,1.8,.069,blalowi01,will-blalock-1
256,2004-05,Iowa State,Big 12,30,30,1107,.494,.441,.271,.340,,,,5.0,26.0,,0.3,16.7,20.3,,0.8,1.9,2.7,.097,blalowi01,will-blalock-1
257,2005-06,Iowa State,Big 12,30,30,1072,.525,.506,.298,.230,,,,,,,,16.8,,,1.5,1.4,2.9,.107,blalowi01,will-blalock-1
258,2009-10,Kentucky,SEC,37,35,1122,.566,.540,.410,.394,405,1.9,8.5,5.5,16.8,2.6,1.1,23.2,20.4,,1.5,2.1,3.5,.126,bledser01,eric-bledsoe-1
259,1995-96,Pitt,Big East,27,,389,.445,.412,.000,.565,,,,,,,,27.6,,,-0.1,1.1,1.0,.103,blounma01,mark-blount-1
260,1996-97,Pitt,Big East,29,,760,.500,.490,.010,.580,,,,,,,,25.0,,,0.6,3.0,3.6,.192,blounma01,mark-blount-1
261,2002-03,Cincinnati,CUSA,27,0,368,.517,.479,.676,.223,,,,,,,,7.6,,,0.7,0.9,1.6,.172,bobbito01,tony-bobbitt-1
262,2003-04,Cincinnati,CUSA,32,1,717,.604,.583,.642,.155,,,,8.5,18.0,,0.3,9.0,26.5,,2.8,1.8,4.6,.257,bobbito01,tony-bobbitt-1
263,1999-00,Kentucky,SEC,33,,917,.510,.478,.484,.398,,,,,,,,16.6,,,1.3,1.9,3.1,.136,boganke01,keith-bogans-1
264,2000-01,Kentucky,SEC,34,34,1050,.576,.556,.462,.268,,,,,,,,15.1,,,3.0,1.5,4.4,.169,boganke01,keith-bogans-1
265,2001-02,Kentucky,SEC,32,30,878,.501,.474,.505,.278,,,,,,,,13.3,,,0.8,1.6,2.4,.108,boganke01,keith-bogans-1
266,2002-03,Kentucky,SEC,36,35,1068,.579,.551,.492,.306,,,,,,,,13.8,,,3.2,1.9,5.0,.188,boganke01,keith-bogans-1
267,2003-04,Utah,MWC,33,33,1002,.598,.584,.038,.381,,,,,,,,20.2,,,3.0,3.1,6.1,.245,bogutan01,andrew-bogut-1
268,2004-05,Utah,MWC,35,35,1224,.648,.630,.055,.459,,,,24.2,18.2,,4.2,14.8,29.7,,6.4,4.5,10.9,.358,bogutan01,andrew-bogut-1
269,1991-92,UNLV,Big West,27,23,703,.587,.557,.192,.465,,,,,,,,15.5,,,,,,,boneyde01,dexter-boney-1
270,1992-93,UNLV,Big West,29,,959,.564,.561,.363,.321,,,,,,,,8.6,,,,,,,boneyde01,dexter-boney-1
271,1999-00,Florida,SEC,36,,485,.530,.493,.373,.200,,,,,,,,,,,0.6,1.0,1.6,.135,bonnema01,matt-bonner-1
272,2000-01,Florida,SEC,31,17,883,.599,.582,.360,.366,,,,,,,,12.9,,,2.5,1.9,4.3,.196,bonnema01,matt-bonner-1
273,2001-02,Florida,SEC,31,31,876,.606,.577,.349,.262,,,,,,,,10.9,,,3.1,2.3,5.4,.247,bonnema01,matt-bonner-1
274,2002-03,Florida,SEC,33,33,1037,.619,.598,.373,.283,,,,11.4,9.7,,1.4,11.8,22.9,,3.5,2.0,5.5,.213,bonnema01,matt-bonner-1
275,1990-91,Missouri,Big 8,30,,856,.514,.480,.268,.371,,,,,,,,25.1,,,,,,,bookeme01,melvin-booker-1
276,1991-92,Missouri,Big 8,30,,996,.592,.565,.414,.264,,,,,,,,19.0,,,,,,,bookeme01,melvin-booker-1
277,1992-93,Missouri,Big 8,33,33,1157,.571,.507,.377,.468,,,,,,,,15.4,,,,,,,bookeme01,melvin-booker-1
278,1993-94,Missouri,Big 8,32,32,1114,.639,.592,.435,.437,,,,,,,,16.0,,,,,,,bookeme01,melvin-booker-1
279,2006-07,Clemson,ACC,36,36,934,.609,.602,.000,.345,,,,,,,,18.8,,,2.4,3.7,6.1,.261,booketr01,trevor-booker-1
280,2007-08,Clemson,ACC,34,34,906,.571,.564,.055,.430,,,,,,,,17.2,,,1.8,3.7,5.4,.240,booketr01,trevor-booker-1
281,2008-09,Clemson,ACC,32,32,982,.612,.585,.066,.444,,,,17.6,10.6,,5.0,12.8,22.1,,3.2,3.5,6.7,.275,booketr01,trevor-booker-1
282,2009-10,Clemson,ACC,32,32,984,.549,.533,.094,.474,482,10.1,20.4,15.2,17.4,2.5,4.6,12.3,24.6,,3.0,2.5,5.5,.223,booketr01,trevor-booker-1
283,2003-04,UConn,Big East,38,37,835,.532,.554,.000,.451,,,,13.3,5.0,,4.7,12.0,13.6,,0.8,3.1,3.8,.184,boonejo01,josh-boone-1
284,2004-05,UConn,Big East,31,31,915,.627,.609,.000,.539,,,,,,,,17.8,,,2.7,3.2,5.9,.259,boonejo01,josh-boone-1
285,2005-06,UConn,Big East,34,32,922,.566,.564,.000,.572,,,,13.4,4.2,,4.7,12.0,17.6,,1.6,2.8,4.4,.192,boonejo01,josh-boone-1
286,1995-96,Penn State,Big Ten,28,,670,.573,.549,.005,.527,,,,,,,,15.6,,,1.5,3.1,4.6,.272,boothca01,calvin-booth-1
287,1996-97,Penn State,Big Ten,27,,706,.484,.429,.015,.412,,,,,,,,21.0,,,0.4,1.1,1.5,.085,boothca01,calvin-booth-1
288,1997-98,Penn State,Big Ten,32,,,.554,.531,.003,.330,,,,,,,,,,,1.8,1.8,3.5,,boothca01,calvin-booth-1
289,1998-99,Penn State,Big Ten,27,,942,.564,.513,.020,.422,,,,,,,,14.4,,,2.2,1.8,4.0,.170,boothca01,calvin-booth-1
290,1993-94,Maryland,ACC,30,30,867,.507,.476,.108,.598,,,,,,,,25.2,,,,,,,boothke01,keith-booth-1
291,1994-95,Maryland,ACC,34,34,950,.520,.460,.083,.592,,,,,,,,22.3,,,,,,,boothke01,keith-booth-1
292,1995-96,Maryland,ACC,30,30,955,.534,.453,.104,.652,,,,,,,,17.6,,,1.6,2.1,3.7,.155,boothke01,keith-booth-1
293,1996-97,Maryland,ACC,32,,1100,.540,.470,.048,.680,,,,,,,,14.9,,,2.7,2.8,5.5,.199,boothke01,keith-booth-1
294,1999-00,Duke,ACC,34,,807,.650,.614,.000,.581,,,,,,,,13.7,,,3.2,2.0,5.3,.260,boozeca01,carlos-boozer-1
295,2000-01,Duke,ACC,32,28,820,.636,.604,.000,.551,,,,,,,,10.2,,,2.8,2.4,5.2,.256,boozeca01,carlos-boozer-1
296,2001-02,Duke,ACC,35,35,993,.696,.665,.003,.682,,,,,,,,12.4,,,5.3,3.2,8.5,.343,boozeca01,carlos-boozer-1
297,1999-00,Stanford,Pac-10,20,,250,.413,.389,.074,.160,,,,,,,,12.1,,,-0.2,1.8,1.6,.258,borchcu01,curtis-borchardt-1
298,2000-01,Stanford,Pac-10,17,0,280,.638,.560,.121,.966,,,,,,,,19.9,,,0.8,1.1,1.9,.265,borchcu01,curtis-borchardt-1
299,2001-02,Stanford,Pac-10,29,29,896,.622,.594,.091,.694,,,,20.0,13.6,,6.2,12.6,23.4,,3.2,3.6,6.9,.308,borchcu01,curtis-borchardt-1
300,2002-03,Georgia Tech,ACC,31,31,960,.634,.597,.153,.580,,,,,,,,15.8,,,3.5,2.9,6.4,.267,boshch01,chris-bosh-1
301,1997-98,Georgetown,Big East,6,,,.343,.350,.050,.350,,,,,,,,,,,-0.2,0.7,0.5,,boumtru01,ruben-boumtje-boumtje-1
302,1998-99,Georgetown,Big East,31,,854,.488,.465,.005,.526,,,,,,,,24.2,,,0.5,4.2,4.6,.218,boumtru01,ruben-boumtje-boumtje-1
303,1999-00,Georgetown,Big East,31,,816,.551,.487,.000,.667,,,,,,,,21.6,,,1.9,3.5,5.4,.264,boumtru01,ruben-boumtje-boumtje-1
304,2000-01,Georgetown,Big East,33,33,713,.571,.517,.000,.611,,,,,,,,21.8,,,1.5,3.9,5.4,.305,boumtru01,ruben-boumtje-boumtje-1
305,1995-96,Old Dominion,CAA,23,,204,.461,.426,.553,.277,,,,,,,,24.2,,,0.0,0.2,0.2,.039,bowdlca01,cal-bowdler-1
306,1996-97,Old Dominion,CAA,33,,626,.487,.480,.293,.533,,,,,,,,19.0,,,0.3,1.4,1.6,.105,bowdlca01,cal-bowdler-1
307,1997-98,Old Dominion,CAA,28,,,.467,.436,.161,.550,,,,,,,,,,,0.1,1.7,1.8,,bowdlca01,cal-bowdler-1
308,1998-99,Old Dominion,CAA,34,,1021,.555,.504,.096,.500,,,,,,,,14.1,,,2.5,3.0,5.5,.215,bowdlca01,cal-bowdler-1
309,1989-90,Cal State Fullerton,Big West,18,0,98,.550,.477,.227,.591,,,,,,,,19.9,,,,,,,bowenbr01,bruce-bowen-1
310,1990-91,Cal State Fullerton,Big West,28,23,849,.469,.407,.254,.508,,,,,,,,17.2,,,,,,,bowenbr01,bruce-bowen-1
311,1991-92,Cal State Fullerton,Big West,28,27,969,.526,.463,.141,.518,,,,,,,,14.9,,,,,,,bowenbr01,bruce-bowen-1
312,1992-93,Cal State Fullerton,Big West,27,,987,.533,.487,.135,.632,,,,,,,,,,,,,,,bowenbr01,bruce-bowen-1
313,1994-95,Iowa,Big Ten,33,,647,.547,.527,.009,.536,,,,,,,,18.8,,,,,,,bowenry01,ryan-bowen-1
314,1995-96,Iowa,Big Ten,27,,554,.628,.604,.000,.637,,,,,,,,23.3,,,1.1,1.7,2.8,.201,bowenry01,ryan-bowen-1
315,1996-97,Iowa,Big Ten,29,,827,.610,.576,.147,.622,,,,,,,,15.9,,,2.6,2.3,5.0,.241,bowenry01,ryan-bowen-1
316,1997-98,Iowa,Big Ten,31,,,.641,.618,.055,.592,,,,,,,,,,,3.4,3.3,6.7,,bowenry01,ryan-bowen-1
317,1991-92,Providence,Big East,28,,354,.546,.494,.061,.878,,,,,,,,,,,,,,,bowmair01,ira-bowman-1
318,1992-93,Providence,Big East,15,,136,.613,.586,.000,.621,,,,,,,,,,,,,,,bowmair01,ira-bowman-1
319,1993-94,Penn,Ivy,,,,,,,,,,,,,,,,,,,,,,bowmair01,ira-bowman-1
320,1994-95,Penn,Ivy,28,,558,.612,.598,.162,.362,,,,,,,,,,,,,,,bowmair01,ira-bowman-1
321,1995-96,Penn,Ivy,27,,950,.546,.497,.232,.506,,,,,,,,,,,2.2,2.9,5.1,.215,bowmair01,ira-bowman-1
322,1991-92,Colorado,Big 8,28,28,938,.469,.451,.231,.301,,,,,,,,19.1,,,,,,,boycedo01,donnie-boyce-1
323,1992-93,Colorado,Big 8,27,24,896,.519,.484,.181,.480,,,,,,,,16.2,,,,,,,boycedo01,donnie-boyce-1
324,1993-94,Colorado,Big 8,26,,893,.500,.443,.261,.495,,,,,,,,14.5,,,,,,,boycedo01,donnie-boyce-1
325,1994-95,Colorado,Big 8,26,,801,.514,.464,.346,.461,,,,,,,,14.4,,,,,,,boycedo01,donnie-boyce-1
326,1994-95,Eastern Michigan,MAC,30,,976,.509,.468,.317,.378,,,,,,,,16.0,,,,,,,boykiea01,earl-boykins-1
327,1995-96,Eastern Michigan,MAC,31,,1031,.537,.464,.208,.496,,,,,,,,14.7,,,1.9,1.4,3.3,.128,boykiea01,earl-boykins-1
328,1996-97,Eastern Michigan,MAC,32,,1163,.528,.462,.264,.372,,,,,,,,16.6,,,2.2,0.7,2.9,.099,boykiea01,earl-boykins-1
329,1997-98,Eastern Michigan,MAC,29,,,.585,.548,.371,.281,,,,,,,,,,,4.2,1.0,5.2,,boykiea01,earl-boykins-1
330,2001-02,UCLA,Pac-10,26,21,608,.433,.445,.229,.193,,,,6.1,25.0,,0.2,35.7,14.9,,-0.1,0.4,0.2,.016,bozemce01,cedric-bozeman-1
331,2002-03,UCLA,Pac-10,21,17,545,.451,.441,.211,.243,,,,6.5,21.9,,0.1,22.1,18.9,,-0.1,0.3,0.2,.013,bozemce01,cedric-bozeman-1
332,2003-04,UCLA,Pac-10,28,28,943,.452,.429,.138,.378,,,,,,,,26.7,,,0.0,0.5,0.5,.020,bozemce01,cedric-bozeman-1
333,2005-06,UCLA,Pac-10,31,30,850,.601,.565,.333,.345,,,,7.7,16.7,,0.2,21.6,15.8,,1.7,1.3,3.0,.143,bozemce01,cedric-bozeman-1
334,2007-08,Iowa State,Big 12,32,32,887,.505,.467,.237,.307,,,,10.3,11.6,,2.5,13.0,25.1,,0.8,1.5,2.3,.102,brackcr01,craig-brackins-1
335,2008-09,Iowa State,Big 12,32,31,1041,.532,.495,.145,.387,,,,16.9,11.8,,2.3,10.9,35.7,,2.5,1.7,4.2,.160,brackcr01,craig-brackins-1
336,2009-10,Iowa State,Big 12,32,32,1124,.498,.450,.190,.337,508,6.6,19.4,13.2,13.1,1.3,3.3,11.4,26.1,,2.2,1.8,4.0,.143,brackcr01,craig-brackins-1
337,2009-10,Texas,Big 12,34,32,1003,.496,.489,.304,.179,374,3.5,6.6,5.1,12.4,2.4,1.6,11.5,20.4,,1.6,1.6,3.2,.127,bradlav01,avery-bradley-1
338,1997-98,Kentucky,SEC,32,,,.633,.667,.000,.778,,,,,,,,,,,0.6,0.7,1.3,,bradlmi01,michael-bradley-1
339,1998-99,Kentucky,SEC,37,,811,.625,.657,.000,.460,,,,,,,,18.0,,,2.8,2.4,5.1,.253,bradlmi01,michael-bradley-1
340,2000-01,Villanova,Big East,31,31,1053,.690,.708,.093,.578,,,,,,,,15.8,,,5.5,0.9,6.4,.244,bradlmi01,michael-bradley-1
341,1996-97,Xavier,A-10,29,,896,.601,.558,.004,.558,,,,14.1,15.3,2.9,-0.4,22.1,25.3,,2.8,1.8,4.6,.205,braggto01,torraye-braggs-1
342,1997-98,Xavier,A-10,30,,,.598,.541,.000,.701,,,,,,,,,,,2.4,2.3,4.7,,braggto01,torraye-braggs-1
343,1995-96,Arizona,Pac-10,30,0,251,.481,.511,.000,.596,,,,,,,,9.0,,,0.1,0.4,0.5,.081,bramlaj01,aj-bramlett-1
344,1996-97,Arizona,Pac-10,33,28,788,.534,.529,.005,.466,,,,,,,,16.7,,,0.9,2.5,3.4,.172,bramlaj01,aj-bramlett-1
345,1997-98,Arizona,Pac-10,35,35,931,.531,.514,.000,.486,,,,,,,,12.1,,,1.1,2.9,4.1,.175,bramlaj01,aj-bramlett-1
346,1998-99,Arizona,Pac-10,29,,909,.549,.535,.003,.528,,,,,,,,13.2,,,1.7,2.1,3.8,.167,bramlaj01,aj-bramlett-1
347,1997-98,Duke,ACC,21,,,.604,.592,.000,.793,,,,,,,,,,,1.8,2.7,4.5,,brandel01,elton-brand-1
348,1998-99,Duke,ACC,39,,1141,.649,.620,.000,.623,,,,,,,,11.2,,,5.0,5.0,10.0,.350,brandel01,elton-brand-1
