,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
120,1989-90,27,DEN,NBA,PG,79,74,2690,6.7,16.7,.402,2.7,7.3,.366,4.1,9.4,.431,4.5,5.3,.850,0.8,3.0,3.8,8.4,2.0,0.1,2.4,2.3,20.7,,114,109,adamsmi01
121,1990-91,28,DEN,NBA,PG,66,66,2346,10.1,25.6,.394,3.0,10.2,.296,7.1,15.4,.459,8.4,9.5,.879,1.0,3.6,4.6,12.5,2.6,0.1,4.3,2.9,31.5,,113,115,adamsmi01
122,,29,WSB,NBA,PG,78,78,2795,8.5,21.7,.393,2.2,6.8,.324,6.3,14.9,.425,5.5,6.3,.869,1.0,4.4,5.4,10.4,2.5,0.2,3.7,2.8,24.8,,106,109,adamsmi01
123,1992-93,30,WSB,NBA,PG,70,70,2499,7.2,16.3,.439,1.3,4.2,.321,5.8,12.2,.480,4.7,5.4,.856,1.0,3.7,4.7,10.3,2.0,0.1,3.4,2.9,20.4,,110,113,adamsmi01
124,1993-94,31,WSB,NBA,PG,70,67,2337,6.1,15.0,.408,1.2,4.1,.288,4.9,10.9,.454,4.8,5.8,.830,0.8,3.1,3.9,10.3,2.1,0.1,3.6,3.0,18.2,,108,114,adamsmi01
125,1994-95,32,CHH,NBA,PG,29,0,443,8.0,17.6,.453,3.4,9.6,.358,4.5,8.0,.567,3.0,3.6,.833,0.7,2.7,3.4,11.3,2.7,0.1,3.1,4.9,22.3,,119,107,adamsmi01
126,1995-96,33,CHH,NBA,PG,21,3,329,5.9,13.2,.446,2.2,6.5,.341,3.7,6.7,.548,4.1,5.6,.743,0.8,2.7,3.5,10.7,3.3,0.6,4.0,4.0,18.2,,114,110,adamsmi01
127,2013-14,20,OKC,NBA,C,81,20,1197,3.9,7.8,.503,0.0,0.0,,3.9,7.8,.503,3.3,5.7,.581,6.0,8.0,13.9,1.8,1.7,2.4,3.0,8.5,11.1,,108,102,adamsst01
128,2014-15,21,OKC,NBA,C,70,67,1771,6.1,11.3,.544,0.0,0.1,.000,6.1,11.2,.547,2.9,5.8,.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104,adamsst01
129,2015-16,22,OKC,NBA,C,80,80,2014,6.4,10.5,.613,0.0,0.0,,6.4,10.5,.613,2.8,4.8,.582,5.4,7.7,13.1,1.5,1.0,2.2,2.1,5.5,15.7,,123,105,adamsst01
130,2016-17,23,OKC,NBA,C,80,80,2389,7.7,13.5,.571,0.0,0.0,.000,7.7,13.4,.572,3.2,5.3,.611,5.8,6.8,12.6,1.8,1.8,1.6,3.0,4.0,18.6,,114,107,adamsst01
131,2017-18,24,OKC,NBA,C,76,76,2487,8.9,14.2,.629,0.0,0.0,.000,8.9,14.2,.631,3.2,5.7,.557,7.7,6.0,13.7,1.8,1.8,1.6,2.6,4.3,21.1,,125,107,adamsst01
132,1986-87,22,PHO,NBA,SF,62,12,711,9.7,21.9,.441,1.1,3.3,.320,8.6,18.6,.463,3.4,4.2,.797,2.7,4.3,7.0,3.0,1.8,0.5,3.6,5.0,23.8,,98,111,addisra01
133,1991-92,27,NJN,NBA,SF,76,8,1175,7.8,18.0,.433,0.6,2.0,.286,7.2,16.0,.452,2.3,3.2,.737,2.7,4.2,6.9,2.8,1.2,1.2,1.9,4.5,18.5,,106,112,addisra01
134,1992-93,28,NJN,NBA,SF,68,15,1164,7.8,17.6,.443,0.3,1.5,.206,7.5,16.2,.464,2.4,3.0,.814,1.9,3.7,5.7,2.3,1.0,0.5,2.7,5.4,18.4,,98,109,addisra01
135,1994-95,30,DET,NBA,SF,79,16,1776,8.1,17.0,.476,0.7,2.4,.289,7.4,14.6,.507,2.1,2.9,.747,1.9,5.1,7.0,3.2,1.5,0.7,2.2,6.8,19.0,,105,114,addisra01
136,1995-96,31,CHH,NBA,SF,53,0,516,7.8,16.8,.467,0.0,0.9,.000,7.8,15.9,.494,1.7,2.2,.773,2.5,6.6,9.1,3.0,0.9,0.9,2.7,7.5,17.4,,99,112,addisra01
137,1996-97,32,CHH,NBA,SF,41,3,355,7.5,18.6,.402,1.2,3.1,.400,6.3,15.6,.402,3.4,4.3,.786,2.9,4.0,6.9,5.2,1.2,0.5,2.6,7.9,19.5,,103,112,addisra01
138,2017-18,20,MIA,NBA,C,69,19,1368,6.4,12.5,.512,0.0,0.3,.000,6.4,12.2,.523,4.7,6.6,.721,4.3,9.7,14.0,3.7,1.2,1.5,2.4,5.1,17.5,,116,105,adebaba01
139,2010-11,24,GSW,NBA,PF,23,0,196,5.9,13.9,.426,0.0,0.0,,5.9,13.9,.426,2.8,4.9,.579,5.9,9.0,15.0,2.6,1.0,1.3,2.3,7.2,14.7,,102,110,adrieje01
140,2011-12,25,HOU,NBA,PF,8,0,63,5.8,13.3,.438,0.0,0.0,,5.8,13.3,.438,5.8,10.0,.583,4.2,14.1,18.3,0.8,0.0,1.7,1.7,10.8,17.5,,106,103,adrieje01
141,2012-13,26,CHA,NBA,PF,52,5,713,5.3,12.4,.429,0.0,0.1,.000,5.3,12.2,.434,4.8,7.4,.650,5.0,9.4,14.4,2.7,1.3,2.0,2.4,5.9,15.4,,105,109,adrieje01
142,2013-14,27,TOT,NBA,PF,53,12,961,7.8,14.9,.520,0.0,0.0,,7.8,14.9,.520,4.1,6.5,.639,5.5,11.1,16.6,2.1,1.3,2.0,2.1,5.9,19.7,,114,106,adrieje01
143,2013-14,27,CHA,NBA,PF,25,0,256,4.5,8.1,.550,0.0,0.0,,4.5,8.1,.550,2.6,5.1,.520,6.7,11.2,17.8,1.4,1.4,3.0,1.6,7.1,11.6,,119,99,adrieje01
144,2013-14,27,MIL,NBA,PF,28,12,705,9.0,17.4,.515,0.0,0.0,,9.0,17.4,.515,4.7,7.0,.670,5.1,11.1,16.2,2.3,1.3,1.6,2.3,5.4,22.6,,113,109,adrieje01
145,2014-15,28,MIN,NBA,PF,17,0,215,4.5,10.4,.432,0.0,0.0,,4.5,10.4,.432,5.2,9.0,.579,5.4,12.8,18.2,3.5,0.9,2.1,2.1,7.1,14.2,,109,108,adrieje01
146,2007-08,22,DET,NBA,SG,75,9,970,5.6,13.7,.411,0.6,2.7,.208,5.0,10.9,.461,3.9,4.9,.782,2.0,5.7,7.8,2.9,1.8,0.5,1.9,4.7,15.6,,104,104,afflaar01
147,2008-09,23,DET,NBA,SG,74,8,1234,5.9,13.5,.437,1.9,4.8,.402,3.9,8.7,.456,2.6,3.2,.817,1.3,4.7,6.0,2.0,1.3,0.6,1.9,6.5,16.3,,107,110,afflaar01
148,2009-10,24,DEN,NBA,SG,82,75,2221,6.2,13.3,.465,2.5,5.7,.434,3.7,7.7,.488,1.6,2.2,.735,1.3,4.4,5.7,3.1,1.0,0.7,1.7,5.1,16.5,,114,111,afflaar01
149,2010-11,25,DEN,NBA,SG,69,69,2324,6.7,13.5,.498,2.3,5.4,.423,4.5,8.2,.546,3.0,3.5,.847,1.0,4.5,5.4,3.6,0.7,0.7,1.5,3.3,18.7,,123,111,afflaar01
150,2011-12,26,DEN,NBA,SG,62,62,2086,8.0,17.1,.471,2.1,5.4,.398,5.9,11.7,.504,4.8,6.0,.798,1.0,3.8,4.8,3.6,0.9,0.3,2.1,3.3,23.0,,116,111,afflaar01
151,2012-13,27,ORL,NBA,SF,64,64,2307,9.0,20.4,.439,1.6,5.4,.300,7.3,15.0,.489,4.3,5.0,.857,0.7,4.7,5.4,4.7,0.9,0.2,3.1,3.1,23.9,,102,112,afflaar01
152,2013-14,28,ORL,NBA,SG,73,73,2552,9.3,20.3,.459,2.6,6.0,.427,6.7,14.3,.473,5.5,6.7,.815,0.6,4.6,5.3,5.0,0.7,0.1,2.9,2.7,26.7,,110,112,afflaar01
153,2014-15,29,TOT,NBA,SG,78,72,2502,7.5,17.8,.424,2.4,6.7,.354,5.2,11.1,.466,3.4,4.0,.843,0.5,4.4,5.0,2.6,0.8,0.1,2.3,3.4,20.8,,103,111,afflaar01
154,2014-15,29,DEN,NBA,SG,53,53,1750,8.0,18.8,.428,2.3,6.9,.337,5.7,11.8,.481,3.6,4.3,.841,0.6,4.5,5.1,2.9,0.9,0.1,2.4,3.1,22.0,,104,112,afflaar01
155,2014-15,29,POR,NBA,SG,25,19,752,6.4,15.4,.414,2.4,6.1,.400,3.9,9.3,.423,2.7,3.2,.851,0.4,4.1,4.5,1.9,0.6,0.1,2.2,4.0,17.9,,100,108,afflaar01
156,2015-16,30,NYK,NBA,SG,71,57,2371,7.7,17.3,.443,2.0,5.2,.382,5.7,12.2,.469,2.4,2.8,.840,0.5,5.3,5.8,3.1,0.5,0.2,1.8,3.1,19.7,,105,112,afflaar01
157,2016-17,31,SAC,NBA,SG,61,45,1580,5.9,13.5,.440,2.0,4.8,.411,3.9,8.6,.457,2.7,3.0,.892,0.3,3.7,4.0,2.5,0.7,0.2,1.3,3.3,16.5,,109,116,afflaar01
158,2017-18,32,ORL,NBA,SG,53,3,682,4.7,11.6,.401,1.9,5.0,.386,2.7,6.6,.413,1.6,1.9,.846,0.3,4.5,4.7,2.2,0.3,0.6,1.5,4.0,12.8,,98,115,afflaar01
159,2006-07,22,DAL,NBA,SG,32,1,214,5.5,17.5,.314,1.3,3.8,.333,4.3,13.8,.309,5.0,8.3,.606,0.3,5.0,5.3,1.8,1.0,0.8,3.8,6.8,17.3,,79,106,agerma01
160,2007-08,23,TOT,NBA,SG,26,3,165,6.7,20.8,.323,1.0,6.1,.158,5.8,14.7,.391,1.9,3.8,.500,1.3,2.9,4.2,2.6,0.0,0.3,1.9,5.4,16.3,,77,114,agerma01
161,2007-08,23,DAL,NBA,SG,12,3,77,3.5,18.7,.185,0.0,5.5,.000,3.5,13.1,.263,3.5,4.1,.833,0.7,2.1,2.8,2.8,0.0,0.7,2.1,7.6,10.4,,61,112,agerma01
162,2007-08,23,NJN,NBA,SG,14,0,88,9.5,22.7,.421,1.8,6.6,.273,7.8,16.1,.481,0.6,3.6,.167,1.8,3.6,5.4,2.4,0.0,0.0,1.8,3.6,21.5,,89,116,agerma01
163,2008-09,24,NJN,NBA,SG,20,0,97,8.3,23.7,.349,0.0,3.3,.000,8.3,20.4,.405,2.2,4.4,.500,1.7,3.9,5.5,1.7,0.6,1.1,2.2,9.4,18.7,,77,115,agerma01
164,2010-11,26,MIN,NBA,SG,4,0,29,10.3,18.9,.545,5.1,6.9,.750,5.1,12.0,.429,0.0,0.0,,0.0,3.4,3.4,1.7,1.7,0.0,6.9,6.9,25.7,,94,114,agerma01
165,1981-82,22,DAL,NBA,SF,51,20,1468,12.6,27.2,.465,0.8,2.4,.352,11.8,24.9,.475,5.6,8.2,.680,3.0,5.3,8.3,5.4,1.2,0.7,4.5,5.0,31.7,,102,111,aguirma01
166,1982-83,23,DAL,NBA,SF,81,75,2784,12.9,26.7,.483,0.3,1.3,.211,12.6,25.4,.496,7.2,9.9,.728,3.2,5.3,8.5,5.6,1.3,0.4,4.4,4.1,33.2,,108,110,aguirma01
167,,24,DAL,NBA,SF,79,79,2900,15.5,29.5,.524,0.3,0.9,.268,15.2,28.6,.532,7.8,10.4,.749,2.7,5.2,7.8,6.0,1.3,0.4,4.8,4.1,39.0,,112,111,aguirma01
168,1984-85,25,DAL,NBA,SF,80,79,2699,14.3,28.2,.506,0.5,1.5,.318,13.8,26.7,.517,7.9,10.4,.759,3.4,5.2,8.6,4.5,1.1,0.4,4.6,4.5,37.0,,110,111,aguirma01
169,1985-86,26,DAL,NBA,SF,74,73,2501,12.5,24.9,.503,0.3,1.1,.286,12.2,23.9,.513,6.0,8.5,.705,3.3,5.0,8.4,6.4,1.2,0.3,4.7,4.3,31.4,,107,113,aguirma01
170,,27,DAL,NBA,SF,80,80,2663,14.1,28.5,.495,1.0,2.7,.353,13.2,25.8,.510,7.7,10.0,.770,3.2,4.4,7.7,4.6,1.5,0.5,3.9,4.4,36.9,,114,111,aguirma01
171,,28,DAL,NBA,SF,77,77,2610,14.1,29.8,.475,1.0,3.3,.302,13.2,26.5,.496,7.4,9.6,.770,3.5,4.8,8.2,5.3,1.3,1.1,3.8,4.2,36.6,,113,109,aguirma01
172,1988-89,29,TOT,NBA,SF,80,76,2597,11.3,24.5,.461,1.0,3.4,.293,10.3,21.2,.488,5.6,7.6,.733,2.8,4.6,7.5,5.4,0.9,0.7,4.0,4.4,29.2,,105,110,aguirma01
173,1988-89,29,DAL,NBA,SF,44,44,1529,12.2,27.2,.450,0.9,3.2,.293,11.3,23.9,.471,5.8,8.0,.730,2.9,4.7,7.7,6.2,0.9,0.9,4.6,4.2,31.2,,102,111,aguirma01
174,1988-89,29,DET,NBA,SF,36,32,1068,10.0,20.8,.483,1.0,3.5,.293,9.0,17.2,.522,5.2,7.0,.738,2.6,4.5,7.1,4.2,0.8,0.3,3.2,4.8,26.3,,111,108,aguirma01
175,1989-90,30,DET,NBA,SF,78,40,2005,11.1,22.8,.488,0.8,2.4,.333,10.3,20.4,.506,4.9,6.4,.756,3.0,4.8,7.7,3.7,0.9,0.5,3.1,5.1,27.9,,111,106,aguirma01
176,1990-91,31,DET,NBA,SF,78,13,2006,10.9,23.7,.462,0.6,2.0,.308,10.3,21.6,.477,6.2,8.3,.757,3.5,6.2,9.7,3.6,1.2,0.5,3.3,5.4,28.7,,109,105,aguirma01
177,1991-92,32,DET,NBA,SF,75,12,1582,11.2,26.1,.431,0.5,2.4,.211,10.7,23.7,.453,5.2,7.6,.687,2.2,5.6,7.8,4.2,1.7,0.4,3.5,5.7,28.2,,100,106,aguirma01
178,1992-93,33,DET,NBA,SF,51,15,1056,9.1,20.6,.443,1.5,4.0,.361,7.7,16.5,.463,4.8,6.3,.767,2.1,5.3,7.4,5.1,0.8,0.3,3.3,4.9,24.5,,108,111,aguirma01
179,1993-94,34,LAC,NBA,SF,39,0,859,9.1,19.5,.468,2.1,5.2,.398,7.1,14.3,.494,2.8,4.0,.694,1.6,4.9,6.5,5.8,1.2,0.4,3.9,5.5,23.2,,103,111,aguirma01
180,2007-08,23,MIA,NBA,PG,12,0,177,4.5,17.1,.263,3.0,10.2,.294,1.5,6.9,.217,9.0,9.3,.968,0.3,5.4,5.7,5.7,1.8,0.0,4.8,6.0,21.0,,94,111,ahearbl01
181,2008-09,24,SAS,NBA,PG,3,0,19,5.7,17.1,.333,5.7,11.4,.500,0.0,5.7,.000,5.7,5.7,1.000,0.0,2.9,2.9,5.7,2.9,0.0,2.9,8.6,22.9,,113,104,ahearbl01
182,2011-12,27,UTA,NBA,PG,4,0,30,7.0,24.5,.286,3.5,15.7,.222,3.5,8.7,.400,0.0,0.0,,0.0,3.5,3.5,1.7,0.0,0.0,8.7,7.0,17.5,,57,113,ahearbl01
183,1981-82,22,BOS,NBA,SG,53,1,564,6.6,18.5,.357,0.4,1.4,.294,6.2,17.1,.363,4.7,5.5,.862,2.1,2.6,4.7,7.3,3.1,0.3,4.4,7.2,18.4,,94,104,aingeda01
184,1982-83,23,BOS,NBA,SG,80,76,2048,8.0,16.2,.496,0.1,0.7,.172,7.9,15.6,.509,1.6,2.2,.742,1.9,3.0,4.8,5.7,2.5,0.1,2.2,5.8,17.8,,110,104,aingeda01
185,1983-84,24,BOS,NBA,SG,71,3,1154,6.9,15.1,.460,0.3,0.9,.273,6.7,14.1,.472,1.9,2.3,.821,1.2,3.6,4.8,6.8,1.7,0.2,2.9,6.0,16.0,,104,107,aingeda01
186,1984-85,25,BOS,NBA,SG,75,73,2564,7.7,14.6,.529,0.3,1.0,.268,7.4,13.6,.549,2.2,2.5,.868,1.4,3.5,4.9,7.4,2.2,0.1,2.7,4.2,17.9,,115,108,aingeda01
187,1985-86,26,BOS,NBA,SG,80,78,2407,7.0,13.8,.504,0.5,1.4,.356,6.4,12.4,.521,2.4,2.7,.904,0.9,3.7,4.6,8.0,1.9,0.1,2.5,4.0,16.8,,115,105,aingeda01
188,1986-87,27,BOS,NBA,SG,71,66,2499,8.0,16.4,.486,1.7,3.7,.443,6.3,12.7,.498,2.9,3.2,.897,1.0,3.8,4.7,7.8,2.0,0.3,2.7,3.7,20.5,,115,109,aingeda01
189,,28,BOS,NBA,SG,81,81,3018,7.8,15.9,.491,2.4,5.8,.415,5.4,10.1,.534,2.6,2.9,.878,1.0,3.1,4.0,8.2,1.9,0.3,2.5,3.3,20.6,,121,112,aingeda01
190,1988-89,29,TOT,NBA,PG,73,54,2377,9.8,21.4,.457,2.4,6.2,.380,7.4,15.2,.488,4.2,4.9,.854,1.4,3.7,5.2,8.2,1.9,0.2,3.0,3.8,26.1,,116,111,aingeda01
191,1988-89,29,BOS,NBA,PG,45,28,1349,9.8,21.4,.460,2.1,5.6,.374,7.7,15.7,.491,4.1,4.6,.891,1.3,4.2,5.6,7.8,1.9,0.0,3.0,3.9,25.9,,116,111,aingeda01
192,1988-89,29,SAC,NBA,PG,28,26,1028,9.7,21.5,.452,2.7,7.0,.387,7.0,14.5,.484,4.2,5.2,.813,1.6,3.1,4.7,8.7,1.9,0.3,2.9,3.6,26.3,,116,112,aingeda01
193,1989-90,30,SAC,NBA,PG,75,68,2727,9.2,21.0,.438,2.0,5.3,.374,7.2,15.7,.460,4.0,4.9,.831,1.3,4.7,5.9,8.2,2.1,0.3,3.4,4.3,24.4,,107,110,aingeda01
194,1990-91,31,POR,NBA,SG,80,0,1710,9.4,19.9,.472,2.8,7.0,.406,6.6,12.9,.508,3.2,3.9,.826,1.3,4.5,5.7,8.0,1.8,0.4,2.8,5.4,24.9,,119,106,aingeda01
195,1991-92,32,POR,NBA,SG,81,6,1595,9.1,20.6,.442,2.4,7.0,.339,6.7,13.6,.496,3.3,4.0,.824,1.2,3.3,4.5,6.1,2.2,0.4,2.1,4.5,23.8,,116,106,aingeda01
196,1992-93,33,PHO,NBA,SG,80,0,2163,7.5,16.2,.462,3.3,8.3,.403,4.2,8.0,.522,2.7,3.2,.848,1.1,3.7,4.8,5.8,1.5,0.2,2.5,3.9,21.1,,120,110,aingeda01
197,1993-94,34,PHO,NBA,SG,68,1,1555,7.1,17.1,.417,2.6,7.8,.328,4.6,9.3,.491,2.5,3.0,.830,0.9,3.3,4.2,5.7,1.8,0.3,2.6,4.5,19.3,,109,110,aingeda01
198,1994-95,35,PHO,NBA,SG,74,1,1374,7.1,15.4,.460,2.8,7.8,.364,4.2,7.6,.558,3.8,4.7,.808,0.9,3.1,4.0,7.6,1.7,0.3,2.9,5.6,20.8,,119,113,aingeda01
199,2008-09,20,CHA,NBA,PF,31,4,182,7.5,20.6,.362,0.0,0.6,.000,7.5,20.0,.373,6.0,8.4,.714,2.7,6.3,9.0,0.9,2.1,1.8,3.6,10.2,20.9,,86,104,ajincal01
200,2009-10,21,CHA,NBA,C,6,0,30,8.9,17.7,.500,0.0,0.0,,8.9,17.7,.500,0.0,1.8,.000,1.8,5.3,7.1,0.0,1.8,1.8,3.5,8.9,17.7,,81,103,ajincal01
201,2010-11,22,TOT,NBA,C,34,2,340,9.0,20.3,.444,1.8,5.2,.353,7.2,15.1,.475,2.0,2.7,.722,2.6,9.3,11.9,1.5,1.7,2.9,2.7,11.1,21.8,,98,107,ajincal01
202,2010-11,22,DAL,NBA,C,10,2,75,8.4,22.4,.375,2.1,4.9,.429,6.3,17.5,.360,1.4,2.1,.667,3.5,8.4,11.9,1.4,2.1,3.5,0.7,9.1,20.3,,97,100,ajincal01
203,2010-11,22,TOR,NBA,C,24,0,265,9.2,19.7,.465,1.8,5.3,.333,7.4,14.4,.514,2.1,2.9,.733,2.3,9.6,11.9,1.6,1.6,2.7,3.3,11.7,22.2,,99,108,ajincal01
204,2013-14,25,NOP,NBA,C,56,30,951,7.4,13.6,.546,0.0,0.1,.000,7.4,13.6,.548,3.1,3.7,.836,5.1,10.0,15.2,2.2,1.3,2.5,3.4,10.2,18.0,,110,107,ajincal01
205,2014-15,26,NOP,NBA,C,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,,113,103,ajincal01
206,2015-16,27,NOP,NBA,C,59,17,861,8.6,18.1,.476,0.0,0.1,.000,8.6,18.1,.478,3.0,3.6,.839,4.3,11.2,15.5,1.8,1.1,2.1,3.1,7.7,20.3,,100,107,ajincal01
207,2016-17,28,NOP,NBA,C,39,15,584,7.5,14.9,.500,0.0,0.3,.000,7.5,14.6,.511,2.4,3.4,.725,3.9,11.0,14.8,1.0,1.7,1.8,2.6,6.5,17.4,,101,104,ajincal01
208,2012-13,26,DAL,NBA,PG,3,0,9,11.3,22.7,.500,5.7,11.3,.500,5.7,11.3,.500,0.0,0.0,,0.0,5.7,5.7,5.7,0.0,0.0,0.0,17.0,28.4,,130,111,akognjo01
209,2010-11,22,TOR,NBA,C,12,0,59,2.6,13.1,.200,0.0,0.0,,2.6,13.1,.200,0.0,1.8,.000,6.1,6.1,12.3,1.8,1.8,1.8,2.6,4.4,5.3,,61,112,alabiso01
210,2011-12,23,TOR,NBA,C,14,0,122,5.7,15.9,.361,0.0,0.0,,5.7,15.9,.361,3.1,3.5,.875,6.6,14.1,20.7,1.3,0.9,4.0,2.2,4.8,14.5,,95,98,alabiso01
211,1986-87,23,DEN,NBA,PF,64,25,1110,8.8,18.0,.490,0.1,0.4,.222,8.8,17.7,.495,2.7,4.1,.663,3.0,5.7,8.7,3.0,0.9,1.1,2.3,5.6,20.5,,106,111,alarima01
212,1987-88,24,WSB,NBA,PF,63,0,769,9.2,19.1,.480,0.3,1.1,.222,8.9,17.9,.496,2.2,3.1,.714,4.5,5.7,10.2,2.5,0.6,0.8,3.2,6.8,20.8,,103,110,alarima01
213,1988-89,25,WSB,NBA,PF,74,5,1141,8.6,18.0,.478,0.5,1.6,.342,8.1,16.4,.491,3.0,3.6,.839,4.3,6.3,10.6,2.6,1.0,0.9,2.6,6.7,20.8,,109,109,alarima01
214,1989-90,26,WSB,NBA,PF,82,10,1893,9.5,20.0,.473,0.3,1.3,.204,9.2,18.8,.490,2.8,3.4,.812,3.9,5.7,9.5,3.6,1.5,1.0,2.6,5.6,21.9,,106,110,alarima01
215,1990-91,27,WSB,NBA,PF,42,1,587,8.3,18.9,.440,0.4,1.8,.238,7.9,17.1,.461,3.4,4.0,.854,3.4,6.4,9.8,3.8,1.3,0.7,3.4,7.4,20.5,,100,109,alarima01
216,2014-15,23,PHI,NBA,PF,41,9,540,3.7,7.2,.513,0.0,0.5,.000,3.7,6.8,.548,1.2,2.5,.481,7.2,9.1,16.3,2.6,1.6,1.5,1.6,8.9,8.6,,117,104,aldemfu01
217,2010-11,22,OKC,NBA,C,18,0,142,2.9,5.5,.533,0.0,0.0,,2.9,5.5,.533,0.7,1.5,.500,4.7,8.0,12.8,1.5,1.8,2.6,2.9,10.9,6.6,,98,104,aldrico01
218,2011-12,23,OKC,NBA,C,26,0,173,6.6,12.5,.524,0.0,0.0,,6.6,12.5,.524,3.9,4.2,.929,3.9,10.4,14.3,0.9,2.4,4.8,2.7,6.6,17.0,,113,96,aldrico01
219,2012-13,24,TOT,NBA,C,45,0,388,5.7,10.4,.550,0.0,0.0,,5.7,10.4,.550,1.6,2.6,.600,3.9,11.7,15.6,1.2,0.7,3.0,3.0,7.8,13.0,,102,105,aldrico01
220,2012-13,24,HOU,NBA,C,30,0,213,5.4,10.1,.535,0.0,0.0,,5.4,10.1,.535,0.9,2.1,.444,2.8,10.6,13.4,1.4,0.7,2.1,3.3,9.6,11.7,,92,105,aldrico01
221,2012-13,24,SAC,NBA,C,15,0,175,6.2,10.8,.568,0.0,0.0,,6.2,10.8,.568,2.3,3.2,.727,5.3,13.2,18.5,0.9,0.6,4.1,2.6,5.6,14.6,,112,106,aldrico01
222,2013-14,25,NYK,NBA,C,46,2,330,5.3,9.8,.541,0.0,0.0,,5.3,9.8,.541,4.2,4.8,.867,6.0,14.8,20.8,2.3,1.3,4.8,2.9,6.4,14.8,,120,100,aldrico01
223,2014-15,26,NYK,NBA,C,61,16,976,7.8,16.2,.478,0.0,0.0,,7.8,16.2,.478,2.7,3.5,.781,5.4,12.8,18.2,4.0,2.0,3.5,3.2,6.6,18.2,,104,102,aldrico01
224,2015-16,27,LAC,NBA,C,60,5,800,8.4,14.1,.596,0.0,0.0,,8.4,14.1,.596,3.8,5.3,.714,5.4,12.7,18.0,3.1,2.9,4.3,4.0,8.7,20.5,,113,94,aldrico01
225,2016-17,28,MIN,NBA,C,62,0,531,4.3,8.2,.523,0.0,0.0,,4.3,8.2,.523,1.4,2.1,.682,4.9,10.2,15.1,2.4,2.4,2.2,1.6,8.1,10.0,,118,107,aldrico01
226,2017-18,29,MIN,NBA,C,21,0,49,5.1,15.3,.333,0.0,0.0,,5.1,15.3,.333,2.0,6.1,.333,3.1,12.2,15.3,3.1,2.0,1.0,1.0,11.2,12.2,,85,107,aldrico01
227,2006-07,21,POR,NBA,C,63,22,1392,9.4,18.7,.503,0.0,0.1,.000,9.4,18.6,.505,3.2,4.5,.722,5.6,6.6,12.2,0.9,0.9,2.8,1.7,7.3,22.1,,113,109,aldrila01
228,2007-08,22,POR,NBA,PF,76,76,2649,11.6,23.9,.484,0.0,0.1,.143,11.5,23.8,.486,4.7,6.1,.762,4.5,7.4,11.9,2.5,1.1,1.9,2.6,4.9,27.8,,108,107,aldrila01
229,2008-09,23,POR,NBA,PF,81,81,3004,11.1,22.9,.484,0.1,0.5,.250,11.0,22.4,.489,4.8,6.2,.781,4.3,6.8,11.2,2.9,1.4,1.4,2.2,3.8,27.1,,115,108,aldrila01
230,2009-10,24,POR,NBA,PF,78,78,2922,10.8,21.9,.495,0.1,0.3,.313,10.7,21.6,.498,4.3,5.7,.757,3.6,8.1,11.7,3.0,1.3,0.9,1.9,4.3,26.1,,113,107,aldrila01
231,2010-11,25,POR,NBA,PF,81,81,3211,12.0,24.1,.500,0.1,0.4,.174,12.0,23.7,.505,6.0,7.5,.791,4.7,7.3,12.1,2.9,1.4,1.6,2.6,3.7,30.1,,114,107,aldrila01
232,,26,POR,NBA,PF,55,55,1994,12.7,24.9,.512,0.1,0.3,.182,12.7,24.6,.516,5.9,7.2,.814,4.0,7.7,11.7,3.5,1.3,1.2,2.9,4.0,31.4,,113,106,aldrila01
233,,27,POR,NBA,PF,74,74,2790,12.0,24.8,.484,0.0,0.3,.143,12.0,24.6,.488,5.3,6.6,.810,3.3,9.3,12.6,3.6,1.2,1.7,2.7,3.5,29.4,,108,107,aldrila01
234,,28,POR,NBA,PF,69,69,2498,13.2,28.8,.458,0.1,0.3,.200,13.1,28.5,.461,6.0,7.3,.822,3.4,12.1,15.5,3.6,1.3,1.4,2.5,3.0,32.5,,108,104,aldrila01
235,,29,POR,NBA,PF,71,71,2512,13.4,28.7,.466,0.8,2.1,.352,12.6,26.6,.475,6.2,7.3,.845,3.6,11.1,14.7,2.5,1.0,1.4,2.5,2.5,33.7,,108,102,aldrila01
236,,30,SAS,NBA,PF,74,74,2261,12.1,23.7,.513,0.0,0.4,.000,12.1,23.3,.521,5.9,6.8,.858,4.0,10.3,14.3,2.5,0.9,1.8,2.2,3.4,30.1,,114,99,aldrila01
237,2016-17,31,SAS,NBA,PF,72,72,2335,10.9,22.9,.477,0.5,1.2,.411,10.4,21.7,.480,4.8,5.9,.812,3.8,7.7,11.4,3.0,1.0,1.9,2.1,3.4,27.1,,111,104,aldrila01
